X..Pathway.Id	Pathway.Name	hsa-let-7g-5p(+)	hsa-miR-100-5p(-)	hsa-miR-103a-3p(+)	hsa-miR-106b-5p(+)	hsa-miR-11400(-)	hsa-miR-122-5p(-)	hsa-miR-1273h-3p(-)	hsa-miR-1299(-)	hsa-miR-1307-3p(-)	hsa-miR-146-5p(+)	hsa-miR-148a-3p(-)	hsa-miR-148a-5p(-)	hsa-miR-148b-3p(-)	hsa-miR-151a-3p(-)	hsa-miR-15b-5p(+)	hsa-miR-16-5p(+)	hsa-miR-17-5p(+)	hsa-miR-191-5p(+)	hsa-miR-192-5p(-)	hsa-miR-193b-5p(-)	hsa-miR-197-3p(+)	hsa-miR-20a-5p(+)	hsa-miR-20b-5p(+)	hsa-miR-221-3p(+)	hsa-miR-223-3p(+)	hsa-miR-26b-5p(+)	hsa-miR-27a-5p(-).x	hsa-miR-27a-5p(-).y	hsa-miR-30a-3p(-)	hsa-miR-3168(+)	hsa-miR-335-5p(+)	hsa-miR-361-3p(-)	hsa-miR-361-5p(+)	hsa-miR-3615(-)	hsa-miR-375-3p(-)	hsa-miR-423-3p(-)	hsa-miR-499a-5p(+)	hsa-miR-502-3p(+)	hsa-miR-532-5p(-)	hsa-miR-548o-3p(-)	hsa-miR-582-3p(-)	hsa-miR-652-3p(+)	hsa-miR-664a-5p(-)	hsa-miR-6842-3p(-)	hsa-miR-769-5p(-)	hsa-miR-7706(-)	hsa-miR-93-5p(+)	hsa-miR-941(-)	hsa-miR-98-5p(-)	hsa-miR-98-5p(+)	hsa-miR-99a-5p(-)	hsa-miR-99b-5p(-)
path:hsa00510	N-Glycan biosynthesis	-0.856175382565002	-6.05554981817105e-11	-0.000205339202873038	0	0	0.251927662979931	0	0	0	0	1.08424419635922e-07	0	-0.000297422917927458	-0.00034210786481081	-0.0130941800372875	-0.000256610730809283	0.0171515838968148	0	0	0	-0.000940730950634751	0	0	0	-8.26484915126799e-08	0	-4.54052418307101e-05	-4.54052418307101e-05	0.0181698552895296	0	0	0	0	0	-2.77031653833077e-05	0.000701953451616459	-0.000171446714591129	0	5.14380750300961e-05	0	-1.41985514303178e-12	0	0	0	-0.0120327754422907	0	0	0	0.00727774240459672	-0.0068686155020551	0	0
path:hsa00512	Mucin type O-glycan biosynthesis	-7.5022719288189e-05	4.34105617083551e-13	0.00345853034058008	0	0	0.30820132829268	0	0	0	0	-3.25004340345937e-07	0	0.000319754990440711	-0.00059652108679104	-0.00911226685763847	0.0116268420683836	-1.77830846410664e-05	-0.010300138155353	0	0	-0.000285469833870768	0	0	0	9.07034012321191e-12	0	-5.03083342853743e-05	-5.03083342853743e-05	-7.4633678206785e-05	0	0	0	0	0	-2.78271497263524e-05	0.00122414758055312	-0.000115641900001921	0	3.77855228692145e-05	0	1.55823401459349e-16	0	0	0	-0.00401628880988585	0	0	0	-0.0237653095230461	0.0224293145217713	0	0
path:hsa00513	Various types of N-glycan biosynthesis	-0.0770170008967666	-6.03301851383565e-11	0.000102781322417094	0	0	0.227087288614183	0	0	0	0	3.37940108979471e-08	0	4.56990538589973e-05	-8.95233380606576e-06	-0.00997545428242021	-0.000257187235477584	0.0164255142878501	0	0	0	-0.000488573959225897	0	0	0	-1.44591379199267e-09	0	-4.52418859763033e-05	-4.52418859763033e-05	0.0180980120019779	0	0	0	0	0	-2.7660515805924e-05	1.8864020915319e-05	-3.83658287883416e-05	0	6.44605876588131e-07	0	-2.48399952178969e-14	0	0	0	-0.00582102970274076	0	0	0	0.00367340686909502	-0.00346690195444199	0	0
path:hsa00515	Mannose type O-glycan biosynthesis	-0.000286481466323677	8.26539953574769e-10	-1.96628690098198e-05	-0.313490476878035	0	0.042666216653	0	0	0	0	-2.84639390873409e-05	0	-0.000638924367919921	-0.000617648141617334	-0.00991214140889117	-0.000460359212719192	0.001247129435187	0	0	0	0.000245441346108372	0	0	0	5.4289459561994e-11	0	-2.72095705487923e-07	-2.72095705487923e-07	0.000181378592326035	0	0	0	0	0	-1.13616127103927e-06	0.00126597602147647	-7.68170519419514e-05	0	-4.44669746875975e-05	0	9.32662737827304e-16	0	0	0	0.000168218895361145	0	0	0	-0.00979811303953738	0.00924730051887346	0	0
path:hsa00520	Amino sugar and nucleotide sugar metabolism	5.48116349412852e-05	-8.30921843574426e-10	-0.00417601392035506	4.4229851719725e-15	0	0.00181876636066679	0	0	0	0	6.52287046469029e-08	0	-0.00101437296039888	1.7273697418163e-07	0.00465061388201087	-2.08860005420859e-07	5.28548476135256e-05	-7.6981971879023e-15	0	0	0.000164843062475192	0	0	-0.00507266240167291	-5.6641567350797e-08	0	-5.00965161726449e-06	-5.00965161726449e-06	-0.000100614272804411	0	-0.00240409886335811	0	0	0	3.59082695922156e-05	-6.3241592028287e-07	-3.18969664771211e-05	0	-6.02052854627467e-06	0	-9.73070642191591e-13	0	0	0	-0.00163013203429009	0	0	0	0.00217427445070193	-0.00205204503918426	0	0
path:hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	7.0837993022531e-05	-7.84106324740521e-10	-0.00367179216390756	4.17318529649181e-15	0	3.91901554836455e-07	0	0	0	0	6.49895506606936e-08	0	-0.00057320441665357	2.60407736684715e-07	0.00494216426988231	1.22848485129853e-07	-3.32477589235e-08	-7.26342098490949e-15	0	0	-0.000137812982792853	0	0	-0.00478617027316136	-5.20151501616714e-08	0	-4.98037856213674e-06	-4.98037856213674e-06	-0.000105787769169876	0	-0.00240194265948881	0	0	0	3.38851022369408e-05	-7.18908615528811e-07	-3.18544690628656e-05	0	1.41138700167857e-05	0	-8.93591366531941e-13	0	0	0	-0.00160258046505598	0	0	0	0.00273253991914239	-0.00257892695360462	0	0
path:hsa00531	Glycosaminoglycan degradation	-0.0511201409548307	7.14216460385804e-12	0.000736855992885989	-1.49474024852124e-10	0	0.000551160947570748	0	0	0	0	3.80270889541643e-07	0	0.00104605374912321	5.86192721239726e-07	0.00165210719715506	0.000238708261682329	0.000119605840272378	0.000254327340389477	0	0	0.000195964010042622	0	0	0	-6.67247068041628e-07	-0.0206159742774448	0.00018525055373492	0.00018525055373492	-8.33979125339201e-05	0	0	0	0	0	-1.00566567356956e-06	-1.20899966141865e-06	0.000100661913965886	0	-5.6914608168648e-06	0	-1.14629337316632e-11	0	0	0	0.000159466153805175	0	0	0	-8.30314315303183e-05	7.83637213384682e-05	0	0
path:hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	-4.56986133080595e-20	0	9.99724886798843e-09	0	0	0	0	0	0	0	4.6562574715912e-10	0	-3.07691840201914e-07	2.65589089566114e-14	-3.18936005321623e-18	-6.30390559179244e-13	0	0	0	0	1.91334030608136e-07	0	0	0	-5.04543575871796e-10	0	-3.46711127074983e-15	-3.46711127074983e-15	0	0	0	0	0	0	3.36488145342799e-22	-6.14351195138545e-11	-1.0666395422748e-11	0	1.28827334841911e-06	0	-8.66777817687459e-15	0	0	0	-7.37919658757019e-10	0	0	0	2.60533301309755e-06	-2.4588711343335e-06	0	0
path:hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	-4.55880331127143e-20	0	9.97305781157094e-09	0	0	0	0	0	0	0	4.64499039315021e-10	0	-3.06947296301505e-07	2.64946424695568e-14	-3.18164253112572e-18	-6.28865158163071e-13	0	0	0	0	1.90871046002056e-07	0	0	0	-5.03322695780666e-10	0	-3.45872165421992e-15	-3.45872165421992e-15	0	0	0	0	0	0	3.35673920968143e-22	-6.12864605715995e-11	-1.06405851846665e-11	0	1.28515602147604e-06	0	-8.64680413554981e-15	0	0	0	-7.36134061906096e-10	0	0	0	2.59902870290797e-06	-2.45292122840243e-06	0	0
path:hsa00561	Glycerolipid metabolism	-2.56960049433172e-06	0.0178041665756826	-0.0160281057895796	1.35871714655527e-10	0	0.112531648892246	0	0	0	0	-8.59735209674494e-06	0	0.0469624836251952	-1.30360784194289e-05	0.0247396217763641	0.00801199357668983	0.00342105363192915	0.0083408591822554	0	0	-0.000914773179791684	0	0	-0.00228893300211247	5.13365133094458e-06	0.000252407791367178	0.00557504839056791	0.00557504839056791	0.0574424395316996	0	0	0	0	0	8.06876649169749e-07	5.5613076960872e-05	0.0028914765862268	0	0.000468263534071297	0	8.98480621982748e-08	0	0	0	-0.00291005515717635	0	3.40376904352317e-06	0	0.00652967400911521	-0.0061626006567706	0	0
path:hsa00562	Inositol phosphate metabolism	-0.0108253212989974	-0.000666128061069444	0.00794881792212533	-0.00108852461350553	0	2.03585223291665e-08	0	0	0	0	0.0534037775156795	0	0.617028076258454	-0.00331288090778536	0.038366887350769	0.0883672977427071	-0.0432426607697147	-0.0138643467920024	0	0	0.0104804883491125	-0.00880272172393033	0	0.00419683909931467	-0.001293574088712	0.050817271706471	0.0298017825463203	0.0298017825463203	0.0905300570643577	0	-0.0726723843378531	0	0	0	-0.000101287847071258	0.0272204852095692	0.0102642730206735	0	0.0667009715984943	0	7.41960215427198e-05	0	0	0	-0.0163864559807604	0	0	0	-0.200041635959424	0.188796058643065	0	0
path:hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	6.86623084841758e-05	-8.31202132987388e-13	0.000853988489031593	0	0	0	0	0	0	0	9.63246976152018e-08	0	-0.000741003746639409	4.22525532140612e-06	0.0221292604370909	0.00802740446469233	0.00345525640376598	0.0083747670484009	0	0	-0.000853035702078014	0	0	0	2.17740027429587e-13	0	0.00560767605379439	0.00560767605379439	-0.000260588989980224	0	0	0	0	0	5.78265876551546e-09	-8.88580991984866e-06	0.00293614491366735	0	-1.40462035983736e-05	0	3.74065263783246e-18	0	0	0	0.00147736134292212	0	0	0	0.00103710883843207	-0.000978806537652883	0	0
path:hsa00564	Glycerophospholipid metabolism	0.000143890051738127	0.0420837422250412	-0.232780091740861	-3.20382910848037e-13	0	0.111375528975249	0	0	0	0	0.000281982351716016	0	0.00918877730800356	-0.00127682182816902	0.00920399695551944	-0.00116743799853296	-0.0128943650195547	0.00785598483893565	0	0	-0.201766347694935	-8.27323470294203e-05	0	0.00916803485997162	-0.000186862163537374	-0.0148817530391827	0.00553169958254978	0.00553169958254978	0.0584355278862896	0	0	0	-0.0945247262117793	0	-1.51936148368218e-06	0.00264759756396793	-0.0709188019810281	0	0.0478794047158243	0	-9.89540482834643e-08	-0.16804395770983	0	0	-0.00216107885643226	0	-0.000227494684824072	0	-0.0325946491480166	0.030762302370129	0.0445133606800079	0
path:hsa00565	Ether lipid metabolism	0.00014320318695714	0.0238583058085363	0.00486608188690707	-2.94769369122005e-13	0	-0.000509113686377266	0	0	0	0	0.000340018242127304	0	0.0102040622059461	-0.000272789598149788	-0.00753844244850972	-0.00913042129282302	-0.00602471733831965	-0.000483092606785934	0	0	-0.179928174150518	-8.27323470294203e-05	0	0.00218438413504095	-0.000186445316610245	-0.0147768986358522	-3.61397908622244e-06	-3.61397908622244e-06	0.000597510141988157	0	0	0	-0.0939553001502627	0	5.01465710434151e-07	0.000560705361594041	-0.073644319191584	0	0.0536863937966947	0	-9.29628958234988e-08	-0.167031644711578	0	0	-0.000236980989505331	0	-0.000227267766887837	0	-0.00608647439407367	0.00574431603261896	0.0442452079048271	0
path:hsa00590	Arachidonic acid metabolism	0.0272173789819449	0.478049127822876	-0.400497491335426	-2.94769369122005e-13	0	-0.000515781735470926	0	0	0	0	0.000148382465110105	0	0.0533130774022895	-0.000525758847723346	-0.00275784619349433	-0.205359070755643	-0.112873671944788	-0.00222505566823334	0	0	-0.197200864491381	-8.27323470294203e-05	0	0.00218438413504095	1.21314128100913e-05	-0.294336429673852	4.41270434466989e-05	4.41270434466989e-05	0.0570905754942316	0	0	0	-2.20604991602792	0	-2.89219129351122e-05	0.00108106389268146	-0.0050663724378195	0	0.00454027298965829	0	-8.95514579933162e-08	-3.38196625164858	0	0	-0.0232819623481478	0	-0.000227267766887837	0	-0.0244601263719037	0.023085071419149	0.895852999530023	0
path:hsa00591	Linoleic acid metabolism	0.000159225827245577	0.0265491831840219	-0.309847757331673	-2.94769369122005e-13	0	-0.000515781735470926	0	0	0	0	0.000173239053767762	0	0.0549174745260717	-0.000255824018864065	-0.0076097665784405	-0.0102045123663852	-0.00682538324815536	-0.000572257081463646	0	0	-0.180807532161999	-8.27323470294203e-05	0	0.00218438413504095	-5.03319009923694e-06	-0.0164331637766224	9.65104475162549e-07	9.65104475162549e-07	0.00144899957711493	0	0	0	-0.10466926527962	0	4.98885448926654e-07	0.000526085950605268	-0.000199918646479733	0	0.00412469782501013	0	-8.98463363301477e-08	-0.186078693830436	0	0	-0.000538723226211221	0	-0.000227267766887837	0	-0.00435660936550104	0.00411169741393685	0.0492906030435297	0
path:hsa00592	alpha-Linolenic acid metabolism	0.000143058193618129	0.0238583057812118	-0.00481065931608738	-2.94769369122005e-13	0	-0.000515781735470926	0	0	0	0	0.000173150995404775	0	0.0082256887741993	-1.58473862720366e-06	-0.00761031143023399	-0.009160758208157	-0.00613398868504049	-0.000513164783388078	0	0	-0.180812868975441	-8.27323470294203e-05	0	0.00218438413504095	-5.03047828617033e-06	-0.0147768986358522	8.75368344750017e-07	8.75368344750017e-07	0.00130697820250019	0	0.000466811000511456	0	-0.0939553001502627	0	4.94004381311153e-07	4.83846592293702e-06	-0.000141117099775517	0	0.00416798120575037	0	0.0124359808867315	-0.167031644711578	0	0	-0.00160210516914342	0	-0.000227267766887837	0	-0.00313003389347551	0.00295407533373327	0.0442452079048271	0
path:hsa00600	Sphingolipid metabolism	6.5128130678561e-05	1.02407308829826e-09	-0.0104603037725437	4.34011270835149e-12	0	0.000616289939305481	0	0	0	0	0.0553381776210593	0	0.0169665332073717	-0.000260180341784288	0.0222379792814532	0.00810186106777777	0.0115761101663112	0.00854851739454823	0	0	-0.0260133746766641	0	0	-0.118514692478281	-0.0600015613291234	0	0.0142474829556461	0.0142474829556461	0.0562437445240407	0	0	0	0	0	-1.25834712689185e-06	0.000532364744627189	-0.00220530647288354	0	0.0214594120896386	0	-1.03079347104626e-06	0	0	0	-0.00296365282676478	0	0	0	0.00122143642448113	-0.001152771930299	0	0
path:hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	-0.000354130471233421	5.28018318958445e-10	0.00474979798797496	0	0	0.0680017110876957	0	0	0	0	-2.02155195340839e-05	0	-0.000741944206475875	-0.000725318364602487	-0.584272461432381	-0.000699229643834248	0.00109634113114403	0	0	0	0.000169070427895637	0	0	0	3.05081981526411e-12	0	-5.46770572055581e-05	-5.46770572055581e-05	0.0181117037728972	0	0	0	0	0	-8.50391651117071e-07	0.00148700187048027	-8.51214779146549e-05	0	-4.98149056880253e-05	0	5.2411388591423e-17	0	0	0	-0.00248545149033935	0	0	0	-0.0124266660463222	0.011728086307468	0	0
path:hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	-0.000115859999656564	5.19811214356766e-12	0.00444674357622793	0	0	0.0260516667197993	0	0	0	0	-1.7949861885528e-07	0	1.43027024592572e-05	-0.000275466325991723	-0.302248786195674	-1.00250596765409e-05	-7.0140727366907e-06	0	0	0	-0.000150544161366957	0	0	0	-1.75829615877473e-13	0	-4.69243561377361e-05	-4.69243561377361e-05	-1.41192615929155e-05	0	0	0	0	0	-5.10825548970888e-09	0.000564740745878469	-4.59125456508388e-05	0	5.11058844938391e-06	0	-3.02065506377246e-18	0	0	0	-0.00116804409796198	0	0	0	-0.00294868198240341	0.00278291833497354	0	0
path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	-4.88142510365172e-06	-7.55275483952722e-13	1.15643774000078e-05	0	0	0.000554735457501818	0	0	0	0	2.58193776829712e-08	0	-0.000173287171281711	-7.52145921290052e-08	-0.000254457019990818	-1.39968305746109e-07	1.59604400248206e-05	0	0	0	-8.63480042355496e-05	0	0	0	-7.80515176674985e-14	0	-5.03405740306028e-06	-5.03405740306028e-06	-5.3813412232241e-05	0	0	0	0	0	7.62320326287155e-09	1.84349878493401e-07	-1.10051028553694e-05	0	2.99086167326159e-06	0	-1.34088168765465e-18	0	0	0	-0.0011809592560772	0	0	0	0.00169867949345102	-0.0016031862153257	0	0
path:hsa00620	Pyruvate metabolism	-0.000136766725609411	-8.19423103419908e-08	0.00470016854392404	7.30417828613489e-15	0	0	0	0	0	0	0.00374732659226043	0	-0.0319858740169641	9.99592552116449e-06	-0.0095365796868899	0.00673190598666307	0.000131568799179029	4.12100196609912e-06	0	0	-0.00276646391713031	0	0	-0.00837706416064435	4.78178798445818e-11	0	0.0111648944047479	0.0111648944047479	0.0950783595324997	0	0	0	0	0	-0.381203169575701	-1.80554605914109e-05	-0.0753794826497832	0	7.9610272103881e-05	0	8.21484595587429e-16	0	0	0	-0.00880674281002464	0	0	0	0.00372315970471124	-0.00351385787552116	0	0
path:hsa00630	Glyoxylate and dicarboxylate metabolism	1.86323166312468e-08	-1.62445571925857e-11	0.00352855030364379	8.28012955653138e-17	0	0	0	0	0	0	2.38669605796949e-08	0	0.0550921255274988	-1.78241897756561e-07	1.30037132523801e-06	-3.59737024297353e-07	1.28616653269699e-06	-1.44115495732331e-16	0	0	-0.251712474394336	0	0	-9.49636958960589e-05	1.91564786551971e-17	0	-4.92866569075942e-06	-4.92866569075942e-06	-5.44664307823682e-05	0	0	0	0	0	6.78804581885212e-07	4.09005598697018e-07	-0.0470951811289595	0	0.000317728359516635	0	3.29097654937684e-22	0	0	0	-0.00119578309479225	0	0	0	0.00031510807159972	-0.000297393898421782	0	0
path:hsa00640	Propanoate metabolism	-6.90104924167645e-05	-1.84216208793024e-09	0.00758881940455183	8.18739210549824e-15	0	0	0	0	0	0	3.35563102259547e-05	0	-0.0154472644763272	0.000263536257384692	-0.00480779235927154	0.00671909453910584	0.00120628621021479	0.00113665034680624	0	0	-0.00159306937733482	0	0	-0.00939001025020231	-2.49871521386761e-05	0	0.00680172556824976	0.00680172556824976	0.0666651160980074	0	0.000383492178095985	0	0	0	1.16255637527017e-05	-0.000539484625618819	-0.0101500695149633	0	8.01701608362143e-05	0	0.0102164165941912	0	0	0	-0.00529389308843666	0	0	0	0.0107370165206282	-0.0101334224295749	0	0
path:hsa00650	Butanoate metabolism	-6.93252605280353e-05	4.29883924717434e-11	0.00269546890555921	0	0	0.111924636597191	0	0	0	0	2.06369237170731e-05	0	0.046973435459478	2.67541202033403e-07	-0.00483829159358605	-2.38372920410346e-06	0.00102948310448685	0.00108406399658726	0	0	0.000308780941619598	0	0	0	-2.39276118851115e-05	0	0.00109243651554232	0.00109243651554232	0.00744438742504056	0	1.70516467150274e-05	0	0	0	-5.48320404368303e-08	-5.91885936865462e-07	-0.00968999780164016	0	-2.692310700034e-05	0	0.000454263701029902	0	0	0	0.000266282371734265	0	0	0	0.000166379863972712	-0.000157026623007566	0	0
path:hsa00670	One carbon pool by folate	8.36980415241079e-05	5.39960594368738e-13	0.0146876880369019	-8.95891852074859e-07	0	7.59403787128301e-07	0	0	0	0	0.000180494092558868	0	-0.000841656800677674	0.000261473608300554	0.00584464478145995	1.00064180444113e-06	-2.94798211837502e-05	1.36327200596376e-06	0.39128852954378	0	-1.21511164883363	0	0	0	-0.000195600219772306	0	-1.97692446154419e-05	-1.97692446154419e-05	0.0583376355537613	0	0	0	0	0	1.05159494749406e-08	-0.000535947198949013	-0.0792073803807508	0	-3.31959177904968e-05	0	-3.36030304895820e-09	0	0	0	-0.0017542118818954	0	0	0	0.00685780361345275	-0.00647228406705626	0	0
path:hsa00730	Thiamine metabolism	6.84127072123006e-05	0.000359449721608188	-0.000886889862516185	0	0	0	0	0	0	0	4.73058261740613e-06	0	-0.00058811212746294	4.0972491826761e-06	0.0220399017273743	0.00799402429195567	0.00344094134822673	0.00834001697766066	0	0	-0.000793924228147844	0	0	0	2.20819191364998e-13	0	0.00558938093345113	0.00558938093345113	-0.000320025672414321	0	0	0	0	0	1.66939864950338e-07	-5.98879673778967e-06	0.00292348878528989	0	6.51396367387481e-05	0	3.79355096265258e-18	0	0	0	-0.00380727559768316	0	0	0	0.00084620830645892	-0.000798637705016932	0	0
path:hsa00740	Riboflavin metabolism	2.23069851042755e-07	0.00267023610506457	-0.0128131686108603	0	0	0	0	0	0	0	3.71009066481635e-05	0	0.00276418113402278	-8.13371043729138e-07	1.55683076682589e-05	-5.00657068706263e-08	-4.84602383835412e-08	0	0	0	-0.00516196691614729	0	0	0	-2.66567818193058e-06	0	-9.52099684363121e-09	-9.52099684363121e-09	-0.000857608642426704	0	0	0	0	0	1.26425169149046e-06	2.12690231092566e-05	-1.12746082694073e-05	0	0.000655665925166192	0	-4.57948694163528e-11	0	0	0	-0.0400556711095787	0	0	0	0.00217579678954765	-0.00205348179795006	0	0
path:hsa00750	Vitamin B6 metabolism	-1.04656508614166e-11	-1.16584932787985e-11	6.46429179446644e-06	6.21009716739854e-17	0	0	0	0	0	0	-1.68073519395224e-10	0	5.6975543488337e-06	2.58719393209951e-11	-7.30410325336195e-10	3.91312815905292e-11	-1.90971174820909e-10	-1.08086621799248e-16	0	0	-1.73248599311527e-07	0	0	-7.12227719220442e-05	1.53884657312706e-18	0	-1.23990955353979e-12	-1.23990955353979e-12	-5.83222516665214e-09	0	0	0	0	0	5.07056571386089e-07	-6.82590537257162e-11	-1.41540555634958e-09	0	2.45071560859335e-07	0	2.64365287399838e-23	0	0	0	-1.51572210570582e-07	0	0	0	0.000422260544350152	-0.000398522668100726	0	0
path:hsa00760	Nicotinate and nicotinamide metabolism	0.000432575211251764	3.47407016935772e-05	0.0594666792180448	4.23677669148597e-12	0	0	0	0	0	0	1.32481354340272e-05	0	-0.00405359776788115	-0.000963610965028168	0.0302148354002973	-0.00011769659421277	-0.0506470588127657	-0.024695271433053	0	0	0.00377661101538227	0	0	0	0.089955092023971	-0.387319755852935	-1.83598163921622e-05	-1.83598163921622e-05	0.0193135134662883	0	-0.00230071135966361	0	0	0	-0.000106843179596821	0.00196814264335537	0.00158105750773847	0	-0.000345998218882228	0	1.54537847835416e-06	0	0	0	-0.0106679295190835	0	0	0	-0.0188238208562661	0.0177656174886863	0	0
path:hsa00770	Pantothenate and CoA biosynthesis	6.80262710758254e-05	4.22595268907449e-13	-0.00556078231649287	0	0	0	0	0	0	0	1.16015093265545e-07	0	-0.000170047789882252	-0.000257698264593237	0.00474763358957836	-1.80342324718886e-07	-1.79431207218642e-05	0	0	0	0.000352724916257572	0	0	0	1.04282179223778e-11	0	-1.69840182894516e-05	-1.69840182894516e-05	0.0563626989140839	0	3.08737434200698e-07	0	0	0	7.0389281351244e-09	0.000528224923399737	-3.08428656469007e-05	0	-1.37424128740489e-05	0	8.22491450614555e-06	0	0	0	-0.000604863531570689	0	0	0	-0.00379013217983107	0.00357706541368967	0	0
path:hsa00780	Biotin metabolism	-2.3285414800717e-05	-3.30969255743426e-14	3.12603167297877e-10	0	0	0.00546298821486289	0	0	0	0	6.67825432932754e-09	0	-1.225395955299e-05	-3.49326707659282e-07	-0.00162511652787677	9.63100865614423e-08	-9.75895391192743e-06	0	0	0	-3.36167004613442e-05	0	0	0	3.65085412002082e-13	0	-1.03441892925885e-05	-1.03441892925885e-05	-3.92619969017852e-06	0	1.31856612523215e-08	0	0	0	1.2404037085799e-09	7.27706951748374e-07	-3.74286039281663e-06	0	0.0502607712721737	0	3.51272390365254e-07	0	0	0	-0.00039697160689458	0	0	0	0.000556663027870106	-0.000525369556943176	0	0
path:hsa00785	Lipoic acid metabolism	-4.00563167401028e-07	-5.69343613925199e-16	-1.02057504638095e-07	0	0	9.39760739451241e-05	0	0	0	0	1.14881460556269e-10	0	-1.74794653298401e-05	-6.00923043135125e-09	-2.79557752942428e-05	1.65675588193049e-09	-1.67876649174598e-07	0	0	0	-6.45658627875602e-07	0	0	0	6.28031625278874e-15	0	-1.77944059122034e-07	-1.77944059122034e-07	-6.75397454309973e-08	0	2.2682397034873e-10	0	0	0	2.13378061882219e-11	1.25094050914154e-08	-6.43858539412242e-08	0	0.0527395823469907	0	6.04270022806083e-09	0	0	0	-6.83053059194876e-06	0	0	0	9.72392486600892e-06	-9.17728292132222e-06	0	0
path:hsa00790	Folate biosynthesis	8.49134880685862e-05	6.26434457423222e-05	0.0134444594804981	0	0	7.44662419495811e-05	0	0	0	0	0.000181340912186153	0	-0.00170988673825636	0.000264691198213713	0.0235651239125291	0.00816672306209239	-0.00633735452220864	0.00849976037977123	0.39128852954378	0	-0.000643601787729769	0	0	0	-0.000195600229093807	0	0.00568396382674519	0.00568396382674519	0.0581654874242328	0	0	0	0	0	3.53337195117649e-08	-0.000542459985446121	-0.076217724948074	0	9.88910619988165e-06	0	-3.3603032090964e-09	0	0	0	-5.79025944085042e-05	0	0	0	0.00552725955951861	-0.00521653812182371	0	0
path:hsa00830	Retinol metabolism	-5.00631826896059e-07	-1.98149272422603e-12	-0.293117611900613	0	0	0	0	0	0	0	7.7593830861774e-07	0	-0.000254165551012093	-0.000251781511222379	-3.49396849157643e-05	3.00293165760603e-06	-0.000127184232253371	0	0	0	-0.000433177607841778	0	0	0	-7.66863947457715e-07	0	-0.000127085581916049	-0.000127085581916049	-0.00016403077863233	0	0	0	0	0	3.64216475117339e-08	0.000516214255506755	-6.44021953952351e-05	0	0.00222023296458096	0	-1.31742963467934e-11	0	0	0	-0.00182252389515154	0	0	0	0.012965734222692	-0.0122368501283116	0	0
path:hsa00860	Porphyrin metabolism	-1.88954576890014e-06	9.03247375500519e-05	-0.0207544860995769	1.98723109356753e-15	0	0.111924636597191	0	0	0	0	0.0642734724410413	0	-0.000978710544641555	0.000265380669181642	0.0169176084508235	0.0078100536776743	0.00322514242011317	0.00823576676543645	0	0	-0.000267732988593372	0	0	-0.00227912870150541	-0.0696441995976127	0	0.0053459170387324	0.0053459170387324	0.057373485607259	0	0	0	0	0	1.62109247263896e-05	-0.000543579935719397	0.00286023101532741	0	0.00208028442750549	0	-1.19644863652268e-06	0	0	0	-0.00416043807543556	0	0	0	0.0218341963188356	-0.0206067611318237	0	0
path:hsa00900	Terpenoid backbone biosynthesis	7.1487762759479e-05	3.50613035215522e-10	-0.017247922353931	-8.27115809194427e-09	0	0	0	0	0	0	-1.20683262182098e-05	0	0.0801488958885314	-2.84526676486988e-06	0.00498924497373743	2.33322797075418e-05	1.12301766002456e-05	1.43959347563683e-08	0	0	-0.000712289826651715	0	0	0	1.2675896331474e-14	0	3.19490115706716e-05	3.19490115706716e-05	0.0593582846106823	0	0	0	0	0	-2.84623740386369e-05	5.93570735859681e-06	-1.66218887952543e-05	0	-4.54839062141673e-06	0	2.17764852925594e-19	0	0	0	-0.00260483297176243	0	0	0	0.00427169424306759	-0.00403679562766289	0	0
path:hsa00910	Nitrogen metabolism	0	0	4.37747658081344e-08	0	0	0	0	0	0	0	0	0	0.04661281364819	0	0	0	0	0	0	0	-1.72310089564423e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.19399515800297e-11	0	0	-8.11528139296376e-06	0	0	0	0	0	1.55596750989231e-07	0	0	0	0.000275996790433399	-0.000260481304214744	0	0
path:hsa00920	Sulfur metabolism	0	0	8.09630957279163e-14	0	0	0	0	0	0	0	0	0	2.32920007263919e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.25586946734223e-12	1.18526927890388e-12	0	0
