X..Pathway.Id	Pathway.Name	hsa-miR-1-3p(-)	hsa-miR-11400(+)	hsa-miR-1228-5p(-)	hsa-miR-1246(-)	hsa-miR-126-3p(+)	hsa-miR-139-5p(+)	hsa-miR-142-3p(+)	hsa-miR-144-5p(+)	hsa-miR-146a-5p(-)	hsa-miR-146b-5p(+)	hsa-miR-150-5p(+)	hsa-miR-193a-5p(-)	hsa-miR-197-3p(-)	hsa-miR-199a-3p(-)	hsa-miR-199a-5p(+)	hsa-miR-20a-5p(-)	hsa-miR-215-5p(+)	hsa-miR-221-3p(-)	hsa-miR-223-3p(-)	hsa-miR-224-5p(+)	hsa-miR-3168(-)	hsa-miR-32-5p(+)	hsa-miR-335-5p(-)	hsa-miR-338-5p(-)	hsa-miR-340-3p(+)	hsa-miR-342-5p(+)	hsa-miR-363-3p(+)	hsa-miR-370-3p(+)	hsa-miR-374a-5p(+)	hsa-miR-375-3p(+)	hsa-miR-378a-3p(-)	hsa-miR-381-3p(+)	hsa-miR-409-3p(+)	hsa-miR-4433b-3p(+)	hsa-miR-450b-5p(-)	hsa-miR-493-3p(+)	hsa-miR-495-3p(+)	hsa-miR-501-3p(-)	hsa-miR-502-3p(-)	hsa-miR-542-3p(-)	hsa-miR-543(+)	hsa-miR-654-3p(+)	hsa-miR-99b-5p(+)
path:hsa00592	alpha-Linolenic acid metabolism	0.000124750912846723	0	1.26405883289038e-06	0	0	0	0	0	0.00572727648299695	-0.0289093231231577	-0.000259523588673909	-0.0005011913563345	0.19158293013281	0.0144045135203915	-0.00640960720938607	8.76602730241158e-05	0	-0.00231449628280392	5.33011712880287e-06	-0.000374522709615582	0	0	-0.000494616449608799	0	-0.0015792350014282	0	7.92359546547809e-05	0	-0.000712286730333897	-4.66233340357551e-07	0.0477491821474	0	0	0	-0.00264654443164877	0	-7.7304953817429e-08	0	0	0.000768896846396474	0	0	0
path:hsa00600	Sphingolipid metabolism	0.000370049119089941	0	-3.72248838530508e-12	0	0	0	0	0	-5.3654774143346e-05	0	0	2.56018272074564e-09	0.0275628530836201	0.000228587261189233	-0.0313253417401839	0	0	0.125573982523678	0.0635755352874706	1.15275137827722e-10	0	0	0	0	-0.0995942181917301	0	0.000894179470399485	0	0.0142473669443749	1.18760765388959e-06	0.0312362444197528	0	0	0	-0.00126345098514706	0	0	0	0	0	0	0	0
path:hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	3.37497618089183e-08	0	2.35562118856551e-13	0	0	0	0	0	1.12338768167618e-05	0	0	1.32004579739612e-09	-0.000179141054276693	0.447845580834464	-0.0145404124959206	0	0	0	-3.23254092934571e-12	2.6040951158815e-07	0	0	0	0	-0.106573459494466	0	-0.00056132596120632	0	-8.68039715790831e-07	8.02585878004102e-07	0.00213263132551046	0	0	0	0.000697689883976232	0	0	0	0	0	0	0	0
path:hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	2.36496992217117e-08	0	1.55539364279929e-13	0	0	0	0	0	9.64973059562095e-06	0	0	1.29952803589192e-11	0.000159511276561767	0.00972397214272133	-0.000108107256783846	0	0	0	1.86302851145558e-13	2.23614580258251e-07	0	0	0	0	-0.00334354681198222	0	-0.000213185877848562	0	7.77812369236778e-08	4.82108886169306e-09	0.0043123138708149	0	0	0	0.000599100238164324	0	0	0	0	0	0	0	0
path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	9.72378330451585e-06	0	-1.71894536756976e-16	0	0	0	0	0	-5.41671536617914e-06	0	0	-1.88818870988181e-12	9.14912957042553e-05	0.000152352701288997	-1.25616399996017e-06	0	0	0	8.27006315467689e-14	8.08528530475242e-11	0	0	0	0	-0.000306761427832767	0	-5.82092231389925e-08	0	4.47780177471894e-08	-7.19465586932629e-09	0.00278420885238243	0	0	0	2.16379549757883e-07	0	0	0	0	0	0	0	0
path:hsa00620	Pyruvate metabolism	1.44983347465712e-08	0	0.0090787094353879	0	0	0	0	0	0.00176317537284562	0	0	-2.04855775854977e-07	0.00293124746238336	0	-0.00923961500493574	0	0	0.00887604132881038	-5.06661366819413e-11	0	0	0	0	0	-0.505997529511749	0	7.81672669757421e-06	0	-0.810108873587026	0.359773382240957	0.0247656775296695	0	0	0	0.109327506650713	0	0	0	0	0	0	0	0
path:hsa00630	Glyoxylate and dicarboxylate metabolism	9.56107531446809e-06	0	0.00962445176439571	0	0	0	0	0	0.00180905210587757	0	0	-4.06113929814642e-11	0.266705648047634	0	-3.05222321760751e-05	0	0	0.000100620178304229	-2.02975282267535e-17	0	0	0	0	0	-0.205458119967744	0	-1.37941581791318e-07	0	7.13186593475893e-06	-6.40644778943803e-07	0.00516441491509286	0	0	0	0.11249166033604	0	0	0	0	0	0	0	0
path:hsa00640	Propanoate metabolism	0.000668670079246196	0	2.36826671473497e-06	0	0	0	0	0	-2.7756971133321e-05	0	0	-4.6054052198256e-09	0.00168796004921591	0	-0.0102237155376974	0	0	0.00994932323072216	2.64755039258411e-05	5.63864856682484e-07	0	0	-0.000406334767978387	0	-0.316359378503185	0	0.000204417825165883	0	-0.808228315998369	-1.09720189273945e-05	0.027409889529088	0	0	0	-0.00170877450396506	0	0	0	0	0	0	0	0
path:hsa00650	Butanoate metabolism	0.000640345869429055	0	0.0118629143619783	0	0	0	0	0	0.00182033106271191	0	0	1.07470981179359e-10	-0.000327173380411798	0	-0.000574385460523223	0	0	0	2.53528524933308e-05	1.72031646562763e-07	0	0	-1.80673226400615e-05	0	-0.114727569282997	0	5.74016783740987e-07	0	0.0018139066634295	5.17495923895088e-08	-0.000168965940016972	0	0	0	0.112863543738289	0	0	0	0	0	0	0	0
path:hsa00670	One carbon pool by folate	0.00524345268493889	0	0.000139874264106027	0	0	0	0	0	-4.44313238008032e-05	0	0	1.34990148592184e-12	1.28748938856602	1.91431310582293e-08	-0.00475571076246654	0	-1.4771671270493	0	0.000207251084786945	0.00561212118332114	0	0	0	0	-0.101357167567311	0	0.000205393261759801	0	2.18185495247037e-06	-9.9247829294952e-09	0.0119672977255532	0	0	0	-0.00242438333687116	0	0	0	0	0	0	0	0
path:hsa00730	Thiamine metabolism	-6.85112178144491e-09	0	-3.61681505558258e-12	0	0	0	0	0	-2.00180679353019e-05	0	0	0.000898624304020471	0.000841214072836005	0	-0.000121444418664705	0	0	0	-2.3397221641901e-13	-0.00214853873145112	0	0	0	0	-1.06398463670385e-05	0	0.000171397991838818	0	0.0138999161439909	-1.5755514286747e-07	0.00322171380447239	0	0	0	1.76764834950231e-09	0	0	0	0	0	0	0	0
path:hsa00740	Riboflavin metabolism	-7.82808091074958e-13	0	1.51952042915871e-12	0	0	0	0	0	2.20636385716765e-10	0	0	0.00667559026266145	0.00546943783729489	0	-0.000993314118612009	0	0	0	2.82445845685202e-06	-0.015960801605773	0	0	0	0	-0.00044595163174842	0	-5.88455933076646e-07	0	-5.28178775502272e-10	-1.19318028640119e-06	0.00596697948365224	0	0	0	1.34617283451894e-08	0	0	0	0	0	0	0	0
path:hsa00750	Vitamin B6 metabolism	1.03837522284826e-09	0	3.24798877111326e-17	0	0	0	0	0	-2.59932093735233e-07	0	0	-2.91462331969963e-11	1.83568097146977e-07	0	1.07196754215814e-09	0	0	7.54651337281718e-05	-1.63050748088378e-18	0	0	0	0	0	-5.01346370330094e-08	0	2.00221884661113e-11	0	-1.01363542497249e-09	-4.78551786120051e-07	3.89786903525125e-07	0	0	0	-1.60804082607447e-05	0	0	0	0	0	0	0	0
path:hsa00760	Nicotinate and nicotinamide metabolism	-0.0350713329655913	0	3.40430614724714e-13	0	0	0	0	0	0.00357111372624428	0	-0.0971820478321907	8.68517542339431e-05	-0.00400156365196028	0	-0.00438164985207409	0	0	0	-0.0953132385320411	0.00539900265734394	0	0	0.00243775250164336	0	-0.489443860336062	0	-0.00212941583205101	0	-0.06748268945923	0.000100836863806016	0.00721430810337095	0	0	0	0.222713149887323	0	0.136903281668364	0	0	0	0	0	0
path:hsa00770	Pantothenate and CoA biosynthesis	-1.57167694146894e-09	0	0.00776065467366734	0	0	0	0	0	0.00554402507941074	0	0	1.05648817226862e-12	-0.00037373486395293	0	9.07943849509247e-05	0	0	0	-1.1049371413403e-11	4.53949777939207e-10	0	0	-3.27127281487301e-07	0	-0.102590074016051	0	-0.000199432260904392	0	2.18551980559174e-05	-6.64322645937979e-09	-0.00607919315647318	0	0	0	0.00171979709710645	0	0	0	0	0	0	0	0
path:hsa00780	Biotin metabolism	5.16296624711334e-09	0	1.62833168323181e-06	0	0	0	0	0	3.04451390879052e-06	0	0	-8.27423139358563e-14	3.56190685556573e-05	0	2.494242104739e-06	0	0	0	-3.8683160870371e-13	4.93149740942738e-08	0	0	-1.39710609801868e-08	0	-0.000772857925880381	0	-2.70731566840303e-07	0	2.17723978062539e-08	-1.17067294607422e-09	0.000942801626405863	0	0	0	0.000188938462827253	0	0	0	0	0	0	0	0
path:hsa00785	Lipoic acid metabolism	8.88150292929071e-11	0	2.80147706990288e-08	0	0	0	0	0	5.23773686428723e-08	0	0	-1.423359034813e-15	6.84117079137429e-07	0	4.29067263862537e-08	0	0	0	-6.65440129725171e-15	8.48331987881045e-10	0	0	-2.40334668157219e-10	0	-1.32952053320691e-05	0	-4.65721152816191e-09	0	3.74553954808962e-10	-2.01382761598842e-11	1.62362149659232e-05	0	0	0	3.25046919960613e-06	0	0	0	0	0	0	0	0
path:hsa00790	Folate biosynthesis	0.00523389653291108	0	0.00360117126869447	0	0	0	0	0	-2.90264562009132e-05	0	0	0.000156608614355806	0.000681937723961073	1.87715291023931e-06	-0.00478251780551902	0	-1.4771671270493	0	0.000207251094663678	-0.000374438640611365	0	0	0	0	-0.0016705935231807	0	0.000379304054152355	0	0.0141662014216092	-3.33473926516671e-08	0.0122582313537925	0	0	0	-0.000534618280369875	0	0	0	0	0	0	0	0
path:hsa00830	Retinol metabolism	2.09567856744856e-05	0	1.17997589316726e-07	0	0	0	0	0	-0.00737256236300897	0	0	-4.95373181056509e-12	0.000458979694578714	0	0.000159916273441854	0	0	0	8.12541955114475e-07	0	0	0	0	0	-0.0970573999770914	0	-0.000194842609184928	0	-2.86292427075211e-05	-3.43741614915462e-08	0.0197266232289592	0	0	0	-0.113171187202644	0	0	0	0	0	0	0	0
path:hsa00860	Porphyrin metabolism	1.0430095169517e-05	0	3.45174645190078e-08	0	0	0	0	0	-0.00176419191745016	0	0	0.00022581184387513	0.000283680419090631	0	-0.0362214998778152	0	0	0.0024148842793015	0.0737925342442146	-0.000539753305849082	0	0	0	0	-0.104233088114291	0	0.00144295117613142	0	0.0137196596943124	-1.52996084071346e-05	0.0333983663657287	0	0	0	-0.10782431320711	0	0	0	0	0	0	0	0
path:hsa00900	Terpenoid backbone biosynthesis	9.91831331161758e-06	0	0.000466163736699338	0	0	0	0	0	0.00761546915755871	0	0	8.76532588038806e-10	0.000754717144122424	0	-2.4731645556762e-05	0	0	0	-1.3430932073609e-14	0	0	0	0	0	-0.208193814994826	0	-2.20048223783081e-06	0	2.99136473937084e-05	2.68623279966042e-05	-0.00292131762051647	0	0	0	0.112047949033291	0	0	0	0	0	0	0	0
path:hsa00910	Nitrogen metabolism	0	0	0	0	0	0	0	0	0	0	0	0	1.82573685364634e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.56434213411586e-06	0	0	0	0	0	0	0	0	0	0	0	0
path:hsa00920	Sulfur metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
path:hsa00970	Aminoacyl-tRNA biosynthesis	-2.17563935253091e-07	0	0.0245180074907531	0	0	0	0	0	3.52237305014384e-06	0	0.000306761514621814	-8.89745602751809e-10	0.00358778801828051	0	-0.00496400312451545	0	0	0	-1.08759609012228e-11	0	0	0	0	0	-0.104976950008013	0	-1.22898886368466e-05	0	-0.000512492012572952	-0.00013262481057262	0.00146839286658419	0	0	0	0.00021645097624503	0	0	0	0	0	0	0	0
path:hsa00980	Metabolism of xenobiotics by cytochrome P450	9.70176786724012e-06	0	4.96409289261037e-06	0	0	0	0	0	-0.00376300644124118	0	0	-8.5416193985953e-10	0.000835420651299656	5.6303326641851e-08	-0.00438570224957207	0	0	0	7.7629508341673e-07	2.56161305079195e-07	0	0	0	0	-0.197692317873576	0	-0.00023378841359699	0	0.0137256998527102	-7.71856167884746e-06	0.0293688528896487	0	0	0	0.111491494650865	0	0	0	0	0	0	0	0
path:hsa00982	Drug metabolism - cytochrome P450	9.54400829471659e-06	0	0.00150762071069588	0	0	0	0	0	-0.0017667759723845	0	0	-2.57337835715437e-12	0.000386788924073538	0	0.000282196619238413	0	0	0	8.31391486874052e-07	0.00539914971198094	0	0	0	0	-0.0983264243905835	0	-0.00023332154418303	0	0.0137196033922743	-2.22485830472021e-08	0.0285235107051331	0	0	0	-0.10798441600028	0	0	0	0	0	0	0	0
path:hsa00983	Drug metabolism - other enzymes	1.9390865455806e-05	0	1.09517631256842e-07	0	0	0	0	0	0.00553709194305252	0	0	8.68068895562873e-10	-0.000289819254880182	0	-0.00409984726030653	0	0	0	7.53853437885493e-07	1.47415877862867e-07	0	0	0	0	-0.205343605491169	0	-0.000405384544021809	0	-0.00025220445871797	5.26097037347384e-05	0.0389428820450671	0	0	0	0.00196963770841146	0	0	0	0	0	0	0	0
path:hsa01040	Biosynthesis of unsaturated fatty acids	-7.0836994787959e-05	0	1.9860358922534e-08	0	0	0	0	0	0.0205710033453113	-0.105124811356937	0	-3.59775562057706e-10	0.0195126943960628	0.0514853328347079	-0.0232985176327861	0	0	0	-3.47270658464924e-07	-0.00134975006293386	0	0	-1.70378792441303e-10	0	-0.00528272088108852	0	-2.22858997171073e-06	0	-0.00262172894721292	-8.63527755268966e-08	0.00435189937156941	0	0	0	-0.0102201570700247	0	0	0	0	0	0	0	0
path:hsa01100	Metabolic pathways	0.157979933968482	0	10.1129275585264	0	-0.051055785998796	-0.269950132867196	-0.144837414030118	-0.191459197495484	0.243810879952518	-0.485662391330786	-0.123876397300331	1.33778885773869	1.82185907276698	0.86609861509544	-0.803884674524075	0.00931792255681223	-1.4771671270493	0.184495262747837	-0.0307239273743096	-0.0940275694948717	0	0	0.0774053374684514	0	-9.77750273000786	0	-0.00611250694829408	0.607387798951193	-0.760000035941808	0.272896763781699	1.71808511511508	0	0	0	-0.811811876570631	0	-1.54785485745744	0	0	0	0	0	0
path:hsa01200	Carbon metabolism	0.195260378455602	0	0.439674456257604	0	0	0	0	0	-0.000198713258697789	0	0	-1.19101821248432e-08	0.258673272509909	1.66919319558659e-06	-0.152831962613685	0	0	0.0334220593084623	0.000475711320934844	7.32593989534586e-07	0	0	0.00216221674208968	0	-0.339892834590519	0	-0.000177249325490179	0	0.0191966687783911	0.269713136866886	0.0111062920199603	0	0	0	-0.0118911311988875	0	0	0	0	0	0	0	0
path:hsa01210	2-Oxocarboxylic acid metabolism	0.00529948459035538	0	0.430700960560464	0	0	0	0	0	-0.00193705893045501	0	0	1.37876099969379e-12	0.000314272652665627	0	-0.00469036787103606	0	0	0	0.00020984841543616	0	0	0	0	0	0.000274542579369363	0	5.43215386557747e-06	0	-1.58696778274223e-07	-1.63420413590219e-08	0.000173145148370068	0	0	0	-0.119975879911478	0	0	0	0	0	0	0	0
path:hsa01212	Fatty acid metabolism	-0.0077340553109778	0	0.000560724529571688	0	0	0	0	0	0.00360065423721175	0	0	2.84997325423376e-05	0.0041102751202019	0	-0.00459243036949442	0	0	0	-0.0317809955704242	3.58026451025442e-06	0	0	-0.00238234698862783	0	-0.306054110865628	0	-0.000663743926327234	-0.911081698426789	-0.0142456344863429	-0.000291576316169965	0.00751975580396485	0	0	0	0.223249263513506	0	0.000642738411588564	0	0	0	0	0	0
path:hsa01230	Biosynthesis of amino acids	0.00908851010733351	0	0.447568258690529	0	0	0	0	0	-0.00199927503694825	0.186888553523444	0	-3.96055283816652e-08	0.00606543658667889	9.54709277634136e-08	-0.0102961597525656	0	0	0.0331616894506152	-0.00119422994965154	1.44223985393093e-07	0	0	7.49116419002477e-06	0	-0.00566481048012738	0	-0.00042322086395742	0	0.0496538425487186	-0.000537701050747635	0.0239200430931488	0	0	0	-0.123707932967117	0	-1.45773071748286	0	0	0	0	0	0
path:hsa01232	Nucleotide metabolism	2.01837960920351e-05	0	2.43633306708567e-09	0	0	0	0	0	-4.6229732218751e-06	0	0	8.61934589862299e-10	0.000156647383402717	0	-0.00436329318143608	0	0	0	-8.962566571543e-12	1.48914139104955e-07	0	0	0	0	-0.104196016164156	0	-8.75915717792507e-07	0	-0.000276058304189252	5.26616761182328e-05	0.0204509791845856	0	0	0	0.000420429412456627	0	0	0	0	0	0	0	0
path:hsa01240	Biosynthesis of cofactors	0.00464089680034558	0	0.268849817984587	0	0	0	0	0	0.00180377874326992	0.18688852067194	0	0.00334403542415022	1.29048067441253	1.47838950852778e-07	-0.00413069045235554	0	-1.4771671270493	7.54651337281718e-05	-0.000686118708405981	-0.00799526844776527	0	0	-1.36884126206081e-07	0	-0.20231856313081	0	0.000150156297258385	0	0.0636189089857207	-6.93649701135312e-07	0.0323594649696641	0	0	0	0.11322389200427	0	-1.45773071748286	0	0	0	0	0	0
path:hsa01250	Biosynthesis of nucleotide sugars	1.10546271327662e-05	0	7.6754197757765e-07	0	0	0	0	0	-2.64230372292552e-05	0	0	-2.07750625340546e-09	-0.000174268418465015	3.09861070939028e-05	-0.104970970824017	0	0	0.00537481392775773	6.00153992914769e-08	6.28798745138327e-11	0	0	0.00254729824918416	0	-0.0970496054571808	0	1.92751852251946e-07	0	-6.79038192427041e-08	-3.38898193270598e-05	0.0025356322332625	0	0	0	-0.00130432599116484	0	0	0	0	0	0	0	0
path:hsa03015	mRNA surveillance pathway	0.107619475231565	0	6.57321274765427e-10	0	0	0	0	0	-0.00387721993620773	0	0.0080985039860159	0.020227865313714	-0.00164553467491338	0	-0.00852588143357746	0	0	0	1.37957431438148e-05	0	0	0	0	0	-0.29804244357279	0	-0.000585063583896706	0	-0.034257244875851	2.73625341884526e-05	0.0430425305234472	0	0	0	-0.240214981564099	0	0	0	0	0	0	0	0
path:hsa03018	RNA degradation	1.9028951246646e-06	0	6.80355955266523e-14	0	0	0	0	0	0.000833415935453676	0	0	-2.76647323883256e-13	-0.000816337982478748	0	-0.00480989517062116	0	0	0	7.5177557418137e-08	0.00554108167464246	0	0	0	0	-0.0985070758113117	0	-0.000203985415684688	0	3.417871021377e-06	-1.29883609356551e-08	0.312920739533131	0	0	0	0.0516719366255527	0	0	0	0	0	0	0	0
path:hsa03250	Viral life cycle - HIV-1	7.46829731198644e-09	0	-2.75654101991483e-11	0	0	0	-0.441736581055413	0	0.0829656481396015	0	-0.0977422210328046	8.65203027471604e-10	1.28660503844143	0	0.000728204809519717	0.111924636597191	0	0	-1.25545141325102e-11	0	0	0	0	0	-0.0955776823425556	0	-0.000607598600960906	0	0.0219827882432281	5.43330644966996e-07	0.0116775927339518	0	0	0	-0.00466349543017652	0	0	0	0	0	0	0	0
path:hsa03320	PPAR signaling pathway	0.0903047742696363	0	0.000334774862859371	0	0	0	-0.0176694632422165	0	0.0108610059676078	-0.000657030070980857	-0.18661898094321	-7.63039731948135e-06	0.00363470859922032	0.000323635084070923	-0.060300352326123	0	0	0	-0.000175590592551096	5.91423606416128e-06	0	0	-0.0100557290692789	0	-0.997955877131192	0	-0.000143912400104315	-0.75923474868899	0.0290254580385192	-0.00047717915111533	0.0154237873855806	0	0	0	0.324309009849074	0	0.107980053146879	0	0	0.572059253718976	0	0	0
path:hsa03440	Homologous recombination	-0.000636056950024795	0	-2.71547088898152e-11	0	0	0	0	0	0.0602978889136432	0.124592369015629	0.0161970079720318	1.94841017564081e-09	-0.00196714212686274	0	0.00211325574872679	0	0	0	-2.55639651282383e-05	0	0	0	0.00243775250164336	0	-0.473759996600667	0	0.0739609923039993	0	-0.871226615773913	-0.202461954756019	0.0518388679661715	0	0	0	-0.122270635528527	0	0	0	0	0	0	0	0
path:hsa03460	Fanconi anemia pathway	-0.00605986404568341	0	-3.07031902764099e-11	0	0	0	0	0	0.0860492796191687	0.124592369015629	0.0566895279021113	3.87411338158535e-09	-0.00334469697727962	0	-0.000772324658357169	0	0	0.125573982523678	-0.000240354162505422	0	0	0	0	0	-0.675018226739618	0	-0.00187161208572087	0	-0.11658270285122	-1.61964722356171	0.119411489171377	0	0	0	0.188445991941087	0	0	0	0	0	0	0	0
path:hsa04010	MAPK signaling pathway	0.294050160692547	0	0.000114757401190963	0	-0.323940159440636	0	-0.588982108073884	0	0.263613549211295	-0.814978535687344	-0.892472150750057	0.853474582931376	1.51992926832192	0.74018266735846	-0.701164774612541	0.469539034519434	0	-0.0614960851722078	0.419374376551088	-0.00428555337342947	0	0.13883149690313	0.244184387665559	0	-4.02120130964071	0	0.259200372789082	-1.50159761407378	-0.894775875183178	-0.000917694244419335	1.13701256539905	0	0	0	-1.43294122572292	0	0.086034215964091	0	0	0.932961126349709	0	0	0
path:hsa04012	ErbB signaling pathway	-0.00340371551306594	0	8.57199256687754e-08	0	-0.0134975066433598	0	0	0	0.0778634909828849	-0.903294675363311	-0.349926840407222	1.76835488305868	1.33214265398642	0.0500432253989192	-0.322252847610759	0.122114772034482	0	0.115716620397092	-0.0324178448393116	0.00593854239222348	0	0.00555325987612518	0.00268539720022301	0	-3.89660381176225	0	-0.749647298041443	0.472412732517594	0.0689552229890029	0.162125779511237	1.0265143660526	0	-0.404925199300795	0	-0.99300574193034	0	0.00103205612598328	0	0	0.0976128012812086	0	0	0
path:hsa04014	Ras signaling pathway	0.35962465670854	0	1.85271776302533e-05	0	-0.175467586363678	0	-0.000929971749590343	0	0.00308441137803933	0.0645349536385643	-0.648272152318481	0.0633786104883106	1.50432330595868	0.751649348413527	-0.239561984863886	0.115202034269394	0	-0.0662678384958561	0.0350439039651587	-0.00677183874068372	0	0.144384756779255	0.289074051860627	0	-3.10647347489366	0	0.251688277882322	-0.067487533216799	0.0773086536074017	0.161827660621902	1.01480938678395	0	-0.404925199300795	0	-0.970994695370087	0	0.00241677143049837	0	0	0.887246000214464	0	0	0
path:hsa04015	Rap1 signaling pathway	0.040727408688988	0	-5.84072079817955e-07	0	-0.161970079720318	0	-0.0362688982340234	0	0.00452555051538649	0	-0.222976950276369	-0.023224462956032	1.31470581379292	0.686615608251047	-0.178652342957925	0.133774674412438	0	-0.0611878991913035	0.0316759284616915	0.0116460945650368	0	0.13883149690313	0.0215480192765719	1.2871333208677	-3.02519461526495	0	0.24096554899017	0.489284615821794	0.029331410424128	0.0017953572808476	0.731319417639814	0	0	0	-1.01054954835164	0	-0.00270588862258976	0	0	0.787033048201953	0	0	0
path:hsa04020	Calcium signaling pathway	0.111148867656099	0	3.43331395547329e-05	0	0	0	-0.00464985874795171	0	0.0936559556819616	-0.498454624267794	-0.206679703568779	0.85818716656372	0.0300066721661884	0.724609081915494	-0.151822774340863	0.0188631443325235	0	0.0104633553338545	-0.0332526910278261	-0.397143615695334	0	0.13883149690313	0.00347323140765401	0	-2.12125631021237	0	0.179295233197839	0	0.111355386318788	-0.0192024898825154	0.15017227781859	0	0	0	-0.61518253319828	0	0.134592751145836	0	0	0.262065675146798	0	0	0
path:hsa04022	cGMP-PKG signaling pathway	0.287508135884235	0	4.32050140747724e-05	0	-0.16983536874118	0	-0.463187369294129	-0.636882632779428	0.0858124929435487	-6.8825610950705e-09	-0.0751381867296744	-0.00460411838959887	1.51653780027724	0.00848276629329442	-0.0481829335262225	0.00306211035260593	0	-0.0907435556252116	0.351354799173558	-0.353294486084284	0	0	0.243045089737974	0	-2.37938111955299	0	0.0801601455605639	-0.067487533216799	0.0121945466698231	0.16028425691104	0.538793943286379	0	0	0	-0.562752374265578	0	-0.0084560436826185	0	0	0.026508634132907	0	0	0
path:hsa04024	cAMP signaling pathway	0.354907946505371	0	0.000264879583004658	1.71617776115693	-0.176877546120325	-0.269950132867196	-0.483323279350476	-0.663290797951217	0.0789925344198677	0.123705378419805	-0.124783895827879	0.0331911723141271	1.40922517309827	0.0010436667112232	-0.231647669465869	0.00190003053028336	0	-0.00506872664809972	0.2285690513379	-0.231720145389847	0	0	0.253431945605756	0	-2.76477068308	0	0.146627666886727	-0.067487533216799	0.0375211216632924	0.143861929909096	1.0020478514419	0	0	0	-1.17938212396815	0	-0.645292347651306	0	0	0.00190393504821984	0	0	0
path:hsa04060	Cytokine-cytokine receptor interaction	0.195535555601941	0	6.91074339945848e-08	0	-0.281316454251079	0	0	0	0.741294780971698	0.124592369015629	-0.191986397308311	0.0112784150646174	0.0471991294400219	0	-0.339494749752872	0.133438191372462	-0.971820478321908	0.460995266867724	0.99602743500008	-0.130417211535031	0	0.222130395045007	0.00243775250164336	0	-2.34118217240293	0	0.00308283336556901	0	-0.14569230616913	-0.000131023250500504	0.235524010334539	0	0	0	-0.649047180859224	0	-1.80843120611914	0	0	0.898950255844104	0	0	0
path:hsa04061	Viral protein interaction with cytokine and cytokine receptor	0.169217426159904	0	6.38469816483035e-08	0	-0.272791713213167	0	0	0	0.402607811298563	0.124592369015629	-0.159994638955682	-0.00174494987190601	0.00827260044401934	0	-0.0992587216309038	0.147280559918591	0	0.460365898712425	0.647760084082256	-0.0925805869769536	0	0	0.00243775250164336	0	-1.44290112959346	0	0.07762417608182	0	-0.10634292445448	5.08816440974592e-05	0.153468959327838	0	0	0	-0.607312152616391	0	-1.61946738167476	0	0	0	0	0	0
path:hsa04062	Chemokine signaling pathway	0.161211125897126	0	1.9105446733987e-05	0	-0.448259299576845	0	-0.441736581055413	-0.607387798951193	0.494116066391099	0.0934442767617219	-0.560396594103187	0.0359340741875423	1.26032200211366	0.0257964863041998	-0.18678653278784	0.265519066683167	0	0.20482151433591	0.698452871392056	-0.104186662124194	0	0.00555325987612518	0.28502981131734	0	-3.45254715107391	0	0.156082008822271	0.607387798951193	-0.146827545838338	0.00202717097944886	0.591963059984066	0	0	0	-0.960661749949391	0	-1.67113944257916	0	0	0.0218417416102103	0	0	0
path:hsa04064	NF-kappa B signaling pathway	0.0935929278029129	0	-1.64696163014671e-10	0	-0.161970079720318	0	-0.441736581055413	0	0.798958960675828	-0.396767365615248	-0.0309295631481733	-0.000997159013821768	0.00524916561786771	0.205941331338831	-0.129554295397828	0.111924636597191	0	0.248590239573755	0.222944723502959	-0.0138426802869582	0	0	-0.00765909332649657	0	-2.60717737163773	0	0.14629105982498	-0.607387798951193	-0.852387006891908	0.000213461274008224	0.236123553616309	0	0	0	-0.72199582044943	0	-0.127238102804101	0	0	0	0	0	0
path:hsa04066	HIF-1 signaling pathway	-0.00792474845656238	0	-1.88375266191645e-10	0	-0.161970079720318	0	0	0	0.0627453761595929	0.124592369015629	-0.348911914697248	1.73609567088922	1.37335802960064	0.237061562868867	-0.289001460317064	0.111924636597191	0	0.254266051962469	0.0479857318916594	0.0103054346854668	0	0	0.00497773424746297	0	-3.28589311265991	0	-0.753061972714147	-0.067487533216799	-0.751795293047763	-0.542030484101294	0.625484919843543	0	0	0	-1.19932738505383	0	0.00231444518229947	0	0	0.66930639772036	0	0	0
path:hsa04068	FoxO signaling pathway	-0.0439582171366881	0	3.73375951527083e-05	0	-0.161970079720318	0	-0.147245527018471	0	-0.0226867028003106	0.124592369015629	0.00179430538320746	0.0241650304574676	1.22649474819384	0.00848279821913225	-0.125679494101371	0.0029453851736103	0	0.28760168199885	-0.105762487718717	0.00910175796283935	0	0	0.00683714765243008	0	-3.38583334049221	0	-1.75671475247395	0.134098006544828	-1.2330428022964	0.161839672411833	0.664168031690366	0	0	0	-1.58106317540005	0	0.326059368468705	0	0	0.026508634132907	0	0	0
