X..Pathway.Id	Pathway.Name	hsa-let-7g-5p(+)	hsa-miR-100-5p(-)	hsa-miR-103a-3p(+)	hsa-miR-106b-5p(+)	hsa-miR-11400(-)	hsa-miR-122-5p(-)	hsa-miR-1273h-3p(-)	hsa-miR-1299(-)	hsa-miR-1307-3p(-)	hsa-miR-146-5p(+)	hsa-miR-148a-3p(-)	hsa-miR-148a-5p(-)	hsa-miR-148b-3p(-)	hsa-miR-151a-3p(-)	hsa-miR-15b-5p(+)	hsa-miR-16-5p(+)	hsa-miR-17-5p(+)	hsa-miR-191-5p(+)	hsa-miR-192-5p(-)	hsa-miR-193b-5p(-)	hsa-miR-197-3p(+)	hsa-miR-20a-5p(+)	hsa-miR-20b-5p(+)	hsa-miR-221-3p(+)	hsa-miR-223-3p(+)	hsa-miR-26b-5p(+)	hsa-miR-27a-5p(-)	hsa-miR-30a-3p(-)	hsa-miR-3168(+)	hsa-miR-335-5p(+)	hsa-miR-361-3p(-)	hsa-miR-361-5p(+)	hsa-miR-3615(-)	hsa-miR-375-3p(-)	hsa-miR-423-3p(-)	hsa-miR-499a-5p(+)	hsa-miR-502-3p(+)	hsa-miR-532-5p(-)	hsa-miR-548o-3p(-)	hsa-miR-582-3p(-)	hsa-miR-652-3p(+)	hsa-miR-664a-5p(-)	hsa-miR-6842-3p(-)	hsa-miR-769-5p(-)	hsa-miR-7706(-)	hsa-miR-93-5p(+)	hsa-miR-941(-)	hsa-miR-98-5p(+)	hsa-miR-99a-5p(-)	hsa-miR-99b-5p(-)
R-HSA-174084	Autodegradation of Cdh1 by Cdh1:APC/C	0	0	-0.238277342730504	0	0	-0.00453380620869238	0	0	0	0	0.00495216258907216	0	0.00532273236731116	-0.231910795532693	-0.0121498178994756	0.00581321059968157	0	-2.86426088997458e-06	-9.03612898399849e-06	0	-0.00245509564494005	-0.00347948613792305	0	-0.0112046059174623	-1.82230268287379e-05	-9.69650167576995e-06	0	-0.0107258523953716	0	0	0	0	0	-0.0131333560253275	0	0.0291533641815108	0	0.00938610515443064	0	1.83191744994376	-0.000101008720391435	0	0	0.0274939991092193	0	0	-0.0016753867372664	-0.0159242717106029	-1.54378180192234e-05	0
R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1	0	0	-0.308140702400297	0	0	-0.00462619612715284	0	0	0	0	0.00495831027145917	0	0.00534544273883351	-0.0626535631243933	-0.012150887687186	-0.00737653782583591	0	-4.29639133496187e-06	-1.35541934759977e-05	0	-0.00250695194379298	-0.00521922920688457	0	-0.0168515697046927	-1.21217986083091e-07	-2.55272757987114e-11	0	0.000715224516135508	0	0	0	0	0	-0.0128817157566185	0	-0.0038602900256017	0	0.00945309365266614	0	1.89172967977662	0.0460331277271807	0	0	0.0281718683203135	0	0	0.000131161710928206	-0.0183543214238407	-1.12706496157055e-05	0
R-HSA-174143	APC/C-mediated degradation of cell cycle proteins	0	0	-0.409130264186372	0	0	0.00075383645248965	0	0	0	0	0.00414296346866564	0	0.013597836373848	-0.138442006021347	0.00548822528473325	0.00911539709899848	0	-0.0115770354823416	-0.0252514624457837	0	-0.00329186116203315	-0.00521922920688457	0	-0.102594439101388	-1.65010008755646e-07	-4.75573148129854e-08	0	0.0110301164668443	0	0	0	0	0	-0.0129087359026343	0	-0.00314252969486763	0	0.0104137267793238	0	1.95760034217141	-0.0462417911715788	0	0	0.0279140275699349	0	0	0.000122380577183765	0.0244039564593867	-0.000132293224521515	0
R-HSA-174154	APC/C:Cdc20 mediated degradation of Securin	0	0	-0.259559698965197	0	0	-0.00453342990016456	0	0	0	0	0.00495847111957493	0	0.00534975843360645	-0.229842273883957	-0.0121441459445543	0.00561103324581815	0	-4.29638017717069e-06	-1.35541934759977e-05	0	-0.00250280771799556	-0.00521922920688457	0	-0.00915996230061496	-3.62827275826767e-05	-1.9392994842448e-05	0	-0.0121561344976946	0	0	0	0	0	-0.0130369529781528	0	0.0613428622901524	0	0.00986600048734266	0	1.91499849959329	-5.15732143745477e-05	0	0	0.0287898267707627	0	0	-0.00361286983174152	-0.0150690817017836	-3.50836062338779e-05	0
R-HSA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	0	0	-0.202048468209016	0	0	0.000938942817636935	0	0	0	0	0.00414054069649743	0	0.00543899911418745	-0.109299475438966	0.0054882091711926	0.0132092583390103	0	-0.0076071915563656	-0.0252514624457837	0	-0.00322507784218764	-0.00521922920688457	0	-0.0996242008571538	-1.84388191871258e-05	-9.74404197239907e-06	0	0.0107361119037853	0	0	0	0	0	-0.0132053143636662	0	0.0292588927573892	0	0.0104404015682369	0	1.93618016528586	-0.0461204338213721	0	0	0.0284434940553116	0	0	-0.00155309717363678	0.025569261837961	5.91765379767158e-05	0
R-HSA-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	0	0	-0.261513848528507	0	0	-0.00457996243836872	0	0	0	0	0.00495588582464159	0	0.005086916032591	-0.22746006761024	0.00551858197799031	0.00142276440953984	0	-4.29639133496187e-06	-1.35541934759977e-05	0	-0.00303133100870016	-0.00521922920688457	0	-0.0150914773552309	-2.97605950984045e-08	-2.55272757987039e-11	0	-0.0107258094333146	0	0	0	0	0	-0.0126555911174586	0	-0.00345579207994068	0	0.00986677320363238	0	1.9319756059015	-0.0462641802244295	0	0	0.0292247293998129	0	0	0.000131161623812693	-0.0174537156661758	-0.000141833342502925	0
R-HSA-174362	Transport and synthesis of PAPS	0	0	6.73617878805976e-06	0	0	0	0	0	0	0	0	0	0.003935708878467	0	0	0	0	0	0	0	-1.04461712858172e-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000462891301480876	0	0	0	0	0	0	0	0	0	9.24658851090739e-12	0	0
R-HSA-174403	Glutathione synthesis and recycling	0	0	0.000334457594257563	0	0	0	0	0	0	0	0	0	-0.0067405278053377	-0.00199115699713746	0	-0.000631028795883779	0	0	0	0	-5.03918711182319e-05	0	0	-6.71671450818451e-18	-5.31266531402547e-07	0	0	-7.74002822818243e-08	0	0	0	0	0	2.76087709007441e-10	0	2.37735060527792e-09	0	0.000104729313765937	0	6.58628324748007e-06	6.79861251311039e-12	0	0	-2.84340168859389e-06	0	0	0	-0.00175357699199691	2.36643007247733e-14	0
R-HSA-174411	Polymerase switching on the C-strand of the telomere	0	0	0.00455201486611242	0	0	0.00191823147612428	0	0	0	0	-1.41571501486106e-13	0	0.00185686725606735	0.000777558596967968	6.47873217581821e-09	-3.98350742320469e-09	0	0	0	0	-8.13714106896285e-05	0	0	6.47506109687465e-09	-1.21563563525225e-17	0	0	-0.0114411854557494	0	0	0	0	0	-0.00357585277299976	0	1.31785954745092e-07	0	8.70607585468653e-05	0	4.67897479119423e-06	3.51872530543971e-05	0	0	0.00102230808256773	0	0	1.47989027097664e-14	-0.00537499571910153	-1.43704076600407e-07	0
R-HSA-174414	Processive synthesis on the C-strand of the telomere	0	0	0.00694088638153171	0	0	0.00187195833537621	0	0	0	0	-0.000821924233562263	0	0.00271543079092096	0.000827704748593284	6.53455218060469e-09	-3.35613867276522e-05	0	0	0	0	-0.000289731956034178	0	0	5.39428993195716e-08	-2.8567437428428e-16	0	0	-0.0114411854590353	0	0	0	0	0	-0.012093327029259	0	-2.30161904518062e-07	0	7.74659864582374e-05	0	-1.22403012407028e-05	-0.0462421865800763	0	0	0.0010474662113097	0	0	3.4777421367951e-13	-0.00673446356556606	-0.000171974597748018	0
R-HSA-174417	Telomere C-strand (Lagging Strand) Synthesis	0	0	-0.00230141554784748	0	0	0.00187195833479752	0	0	0	0	-0.000821924233703835	0	0.00284385680962411	0.000827691499189664	6.53455218130278e-09	-3.35620374344209e-05	0	0	0	0	-0.000268769734115298	0	0	5.39428988972734e-08	-2.97830730636802e-16	0	0	-0.0114411854590353	0	0	0	0	0	-0.0156694781882568	0	-2.31813577820913e-07	0	7.60765841049217e-05	0	-7.3245634123624e-06	-0.0462421958193313	0	0	0.00108135609662933	0	0	3.62573116389276e-13	-0.00719182312614073	-0.000171974601508436	0
R-HSA-174430	Telomere C-strand synthesis initiation	0	0	0.00276023756107247	0	0	-1.41779770066761e-11	0	0	0	0	-3.4685017864096e-12	0	0.00198356659494106	0.000396704383029285	6.47873219222325e-09	9.55983520380717e-08	0	0	0	0	-4.59615270679313e-05	0	0	6.47505117287029e-09	-2.97830730636802e-16	0	0	-0.0114411854557495	0	0	0	0	0	-0.000421466062938155	0	7.77832841212112e-08	0	9.39324466735121e-05	0	2.99865929662013e-06	-2.07990636275591e-07	0	0	0.00096430543724943	0	0	3.62573116389276e-13	-0.00216704055054434	-8.03264683940677e-08	0
R-HSA-174437	Removal of the Flap Intermediate from the C-strand	0	0	0.00695110954715974	0	0	0.00187195834897549	0	0	0	0	-0.000821924230235333	0	0.00249609024828896	0.000827704791363105	6.53455216419968e-09	-3.35610332755566e-05	0	0	0	0	-0.000286275094795247	0	0	5.39429092435759e-08	0	0	0	-0.0114411854590352	0	0	0	0	0	-0.0120933251496126	0	-2.30162470510841e-07	0	7.79307306012027e-05	0	-1.23088798602837e-05	-0.0462419694575858	0	0	0.00104740179660184	0	0	0	-0.00673158578667925	-0.000171974595549987	0
R-HSA-174577	Activation of C3 and C5	0	0	9.70168288574131e-05	0	0	-6.17853445156261e-07	0	0	0	0	-1.44947559958569e-05	0	-0.0001372018932673	-2.69402472110109e-06	3.91804558262399e-06	2.71463748585907e-06	0	1.43084464486807e-09	4.51400806831046e-09	0	0.000227855342220062	1.73818108705316e-06	0	5.73338196785966e-06	4.0146454476346e-11	8.50145227168183e-15	0	-2.31046639614637e-07	0	0	0	0	0	3.95655564362312e-06	0	1.31393040344841e-06	0	-2.68118052739273e-05	0	-0.000605722773236129	1.66681110981458e-07	0	0	-9.56609100093063e-06	0	0	-4.54933565968773e-11	1.22000736187019e-05	1.00636231772316e-07	0
R-HSA-174824	Lipoprotein metabolism	-3.16466335888887e-06	0	-0.003044959932216	0	0	-0.0165330738868493	0	0	0	0	-4.75589572269148e-05	0.858088880578465	0.0183560737358945	-0.0593117214503809	0.0427177467100231	0.0262941491549095	0	-0.000211991740967796	-0.0258125096834703	0	-0.0335265242338042	-0.000389918391291142	-0.255742231137345	0.00023859980001639	-0.107981885227	-0.119682898263013	0	0.0104300926865493	0	0.00450751613321849	0	0	0	0.000104440859351351	0	0.00199014559627297	0	0.0248563608629693	0	3.50830190289592e-05	-0.0914622193231393	0	0	-0.00164741600521423	0	0	-0.00370584151304263	0.0405213225813648	-4.41035746916297e-05	0
R-HSA-176187	Activation of ATR in response to replication stress	0	0	-0.181493425036532	0	0	0.00173023220124311	0	0	0	0	-0.001644557757432	0	0.00853280439575825	0.0344808460272283	0.0176694759712837	-0.00803949506031376	0	-0.00396984392597597	0	0	-0.000810748808824457	0	0	-0.00588606890128332	3.59237242818496e-05	1.93929693151722e-05	0	0.0231764132416423	0	0	0	0	0	-0.0189394686291459	0	-0.0647899560769768	0	-0.000160472504469444	0	6.53529805058983e-05	-0.0461228444282421	0	0	-0.00110908792582226	0	0	0.00348205463763786	-0.0139872322486877	-0.000207187317484028	0
R-HSA-176407	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	0	0	0.0573792064564865	0	0	-4.6281644086466e-05	0	0	0	0	-9.99709380652293e-11	0	0.00388557804479245	-0.169766572219163	2.51421196667996e-08	0.0131253685066603	0	-0.00396985489510584	0	0	0.000185069567994584	0	0	0.00360904459623952	1.56923067364758e-07	0	0	-0.0114035813140069	0	0	0	0	0	-0.000433273289581377	0	0.000827127174811749	0	0.000338199087483149	0	0.0495312219854085	-6.41606680827639e-06	0	0	0.000763075543933225	0	0	-0.00013102550642154	-0.000294698358285397	-1.42099239701646e-05	0
R-HSA-176408	Regulation of APC/C activators between G1/S and early anaphase	0	0	-0.430926266323545	0	0	-0.000977769041094188	0	0	0	0	0.00495745744539625	0	0.00939702819453054	-0.131755712247717	0.00556807383807259	-0.00648161073870848	0	0.000392700067305489	-1.35541934759977e-05	0	-0.00395951876246698	-0.00521922920688457	0	-0.0171283740641428	1.81062997831846e-05	9.69645913031029e-06	0	-0.0104696180940207	0	0	0	0	0	-0.0128312496166857	0	-0.0356441399373891	0	0.00993894048024416	0	1.94733730128642	4.92283233592685e-05	0	0	0.0290542378090401	0	0	0.00193773882009646	-0.0177732482167349	-0.000187461001803995	0
R-HSA-176409	APC/C:Cdc20 mediated degradation of mitotic proteins	0	0	-0.26210102752262	0	0	-0.00457975086855624	0	0	0	0	0.00495847080023176	0	0.00458323714709963	-0.227497694381354	0.00552531396557664	0.00149617732354064	0	-4.29638017717069e-06	-1.35541934759977e-05	0	-0.00295775269261252	-0.00521922920688457	0	-0.0121340295845055	-1.80894107900411e-05	-9.69651018486188e-06	0	-0.0121561549688488	0	0	0	0	0	-0.0126491810700325	0	0.0289429716760118	0	0.00986064271573701	0	1.93098801486964	-0.0461795378242796	0	0	0.0289784010573112	0	0	-0.00180636679751902	-0.0153677096990602	-0.000161488090784486	0
R-HSA-176412	Phosphorylation of the APC/C	0	0	0.096628818634186	0	0	0.00369469714994367	0	0	0	0	-8.52488540620149e-07	0	-0.000847839538058857	-0.0716438646268833	4.95009445390044e-05	0.00103952967464049	0	0.000396985489510584	0	0	-0.00111510577730673	0	0	0.00269726292607499	3.40867629413282e-08	0	0	-0.0114413923684793	0	0	0	0	0	-0.000338449940846702	0	0.000618267604799342	0	0.000320792933330868	0	0.0396091799870199	0.000113635998428165	0	0	0.00135459647125703	0	0	7.40667831959137e-08	0.000205948371560009	8.20851096679331e-07	0
R-HSA-176417	Phosphorylation of Emi1	0	0	0.0446485076445759	0	0	0.00374097027767116	0	0	0	0	-8.52473418758811e-07	0	-0.00102230200109247	0.0949628708019283	4.94944099868403e-05	-0.0118680532802742	0	0.000396985489510584	0	0	-0.000998922732627885	0	0	0.000908011491755405	-2.90618909465652e-08	0	0	-3.542881425172e-07	0	0	0	0	0	-8.1042101407394e-05	0	0.000208229362625599	0	-9.41660829308719e-05	0	0.00992012650974864	0.000111438402083992	0	0	0.000467300833596881	0	0	7.40667831959137e-08	0.000550163753338531	1.18195648562423e-06	0
R-HSA-176814	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	0	0	-0.229038716637352	0	0	-0.000792464613403225	0	0	0	0	0.00495761834299244	0	0.00421993198611255	-0.132488850976453	0.0055748083196918	-0.00650511278111551	0	0.000392689109333413	-1.35541934759977e-05	0	-0.00385008665122797	-0.00521922920688457	0	-0.0121340319492624	-1.8118472680898e-05	-9.69651018486188e-06	0	-0.0121565092537024	0	0	0	0	0	-0.0126386955127449	0	0.0289428943065951	0	0.00981039811339626	0	1.93099346813346	-0.0461067453294502	0	0	0.028971441672579	0	0	-0.00180629273084491	-0.0137286252827849	-0.000159711801880306	0
R-HSA-176974	Unwinding of DNA	0	0	-0.0106502814182491	0	0	0	0	0	0	0	0	0	-0.000217649243962959	0.000449403719047644	0	-0.00400082728910807	0	0	0	0	-0.000118783415407988	0	0	4.7394865545685e-08	0	0	0	0	0	0	0	0	0	-3.64021138615513e-05	0	4.26336725962425e-08	0	-1.39792893419235e-05	0	-1.1074270908489e-05	-0.0462736491324279	0	0	0.000335127667385038	0	0	0	-0.00174554328344699	-0.000171493691024854	0
R-HSA-177128	Conjugation of salicylate with glycine	0	0	-0.00308718658498659	0	0	0	0	0	0	0	0	0	0.00817176849389104	-3.27047304465078e-09	0	-2.24182635936878e-08	0	0	0	0	-9.07011398437782e-07	0	0	0	0	0	0	0	0	0	0	0	0	-1.23330326250027e-17	0	-4.44641212447085e-16	0	-0.000157114833700999	0	9.46152444114839e-12	0	0	0	-2.95094012686362e-12	0	0	0	1.92962729307492e-09	0	0
R-HSA-177135	Conjugation of benzoate with glycine	0	0	-0.00122555561897773	0	0	0	0	0	0	0	0	0	0.00808074474898399	-1.30079078078545e-09	0	-8.91659102697205e-09	0	0	0	0	-3.60752725690533e-07	0	0	0	0	0	0	0	0	0	0	0	0	-4.90531336559073e-18	0	-1.7685062130521e-16	0	-0.000157215584348438	0	3.7632059941152e-12	0	0	0	-1.17370045839467e-12	0	0	0	5.60588699157378e-10	0	0
R-HSA-177162	Conjugation of phenylacetate with glutamine	0	0	-0.000580911611869612	0	0	0	0	0	0	0	0	0	0.00799416267586648	-6.18557853800074e-10	0	-4.24005727156713e-09	0	0	0	0	-1.73050082183449e-07	0	0	0	0	0	0	0	0	0	0	0	0	-2.33259656545573e-18	0	-8.40967989423375e-17	0	-0.000157250616772134	0	1.7894965566422e-12	0	0	0	-5.58123294900963e-13	0	0	0	2.88579994309331e-10	0	0
R-HSA-177504	Retrograde neurotrophin signalling	0	0	0.00303636952037128	0	0	-0.00257026191286297	0	0	0	0	-1.46682054976689e-09	0	0.0200346580234666	-0.0322278141485634	5.41453894071541e-09	-0.00809805496208279	0	0	0	0	-0.0287765675426443	0	0	-3.73991543443599e-06	-1.07629118615959e-07	0	0	-3.80236872554549e-08	0	0	0	0	0	-1.07207568974541e-06	0	1.5704221316813e-07	0	0.00377130962849227	0	2.57194076786099e-06	-0.0462774668323413	0	0	0.000146929441484745	0	0	0.000131025515289782	-0.00620101877977578	-1.11931350386612e-05	0
R-HSA-177929	Signaling by EGFR	0	0	-0.095530199389974	0	0	0.0806934113858084	0	0	0	0	-0.00177384208732058	0	0.65950391898291	0.0728651611375906	0.0176440980132439	0.00777605320157328	0	0.0127048940755536	-0.0252379082523078	0	-0.0181387369949245	0	0	-0.00299261570487728	0.00999793143712638	-0.0239266813570302	0	-0.0369675547744147	0	-0.00225375806660925	0	0	0	0.00345614771312447	0	-0.0326715099498061	0	0.118260634431345	0	0.0019356173736202	-0.185379327152262	0	0	0.00768313741131028	0	0	0.00195436798946907	-0.22249963414639	-0.000168154066444218	0
R-HSA-1793185	Chondroitin sulfate/dermatan sulfate metabolism	-3.44324149065302e-05	0.0519521979626386	0.00791703302067602	-0.19055303496508	0	-0.000188082772996328	0	0	0	0	0.000105951825714233	0	-0.00507762109706331	-0.0305438619384632	4.55480839333351e-07	-0.000167233464128818	0	-0.0612582191567672	2.291348192597e-10	0	-6.89739490376e-05	8.82315235585357e-08	0	0.0017008001918897	1.4074443817285e-06	-8.3068767784352e-10	0	3.14408553709112e-06	0	0	0	0	0	-1.4667987645317e-06	0	2.66643028502285e-06	0	0.0212587334693483	0	-7.13603368093397e-06	0.000393809584584882	0	0	-7.80936372288268e-05	0	-0.00022182421141707	1.04324323121942e-06	0.00617220914929118	-1.11210950134949e-06	0
R-HSA-179409	APC-Cdc20 mediated degradation of Nek2A	0	0	0.0422011646271414	0	0	-4.62731277274841e-05	0	0	0	0	9.02691111526076e-10	0	0.000652895235550675	-0.135712637835196	0.0176694663888054	0.0129892418778678	0	0	0	0	-0.000262375141275493	0	0	-0.000276849530374705	1.82415529508597e-05	9.69648465758609e-06	0	-0.0114410607207836	0	0	0	0	0	-0.000538018244651378	0	-0.031782771375766	0	0.000253388860238215	0	0.0548583829639051	0.000192463306240454	0	0	0.0012046757573969	0	0	0.00180650290648098	-0.0023814496559883	4.03812382995078e-06	0
R-HSA-179419	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	0	0	-0.261513836979792	0	0	-0.00457996243836872	0	0	0	0	0.00495588582464159	0	0.00508691808134127	-0.22746006761024	0.00551858197799031	0.00142276440953984	0	-4.29639133496187e-06	-1.35541934759977e-05	0	-0.00303133100870016	-0.00521922920688457	0	-0.0150914773552309	-2.97605950984045e-08	-2.55272757987039e-11	0	-0.0107258094333146	0	0	0	0	0	-0.0126555911174586	0	-0.00345579207994068	0	0.00986677325339637	0	1.9319756059015	-0.0462641802244295	0	0	0.0292247293998129	0	0	0.000131161623812693	-0.0174553936283058	-0.000141833342502925	0
R-HSA-179812	GRB2 events in EGFR signaling	0	0	0.0883289347178217	0	0	-0.00743461364236282	0	0	0	0	-0.000833068205770256	0	0.331953144920302	0.0367291979393741	0.0176189386744916	0.016161133323843	0	0.00827651382562773	-0.0252379082523078	0	-0.00754723911512571	0	0	-0.00295546123825899	1.75105926866934e-05	9.6489528700489e-06	0	-0.0128786233011386	0	0	0	0	0	0.00172499796017734	0	-0.0322212735357648	0	0.0543272368326237	0	0.00193204954243981	-0.0457648168189952	0	0	0.00584065073357916	0	0	0.00205984665440247	0.00640958428600106	-0.000183383544304305	0
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	0	0	0.00496670354505102	0	0	0.00191824022289286	0	0	0	0	8.81611431240774e-11	0	0.000205948069051441	-1.55439805832468e-05	-1.15722961338497e-10	-1.76709186840143e-07	0	0.00396985303945939	0	0	-3.85338217749268e-05	0	0	1.9406352944888e-13	-3.51264363753192e-05	0	0	-1.02435515255935e-05	0	0	0	0	0	1.86081911762781e-08	0	1.72861061104091e-07	0	0.0168147913498282	0	8.94994005464816e-08	4.09399710176289e-05	0	0	0.0507918194818241	0	0	-9.2144555064432e-12	-3.70358039478692e-05	-1.9854336308922e-06	0
R-HSA-180024	DARPP-32 events	0	0	0.0006789923285453	0	0	-0.00460834679614918	0	0	0	0	2.42508924930857e-06	0	0.00189216768992886	-0.0648405919566248	-9.57817556255091e-05	-0.00174771708366444	0	7.31812401420096e-09	2.30871121917262e-08	0	-0.00173681927946737	8.89001108528211e-06	0	-0.00304444886978231	1.75287031265281e-05	-0.167545558398387	0	0.011756493915801	0	0	0	0	0	0.000499794456513832	0	-0.0324143631966455	0	0.00681342154164723	0	0.0177066311383112	-0.000368100524030469	0	0	-0.0839677442875776	0	0	0.00193967610901196	-0.000993677925572811	-0.000177829030910896	0
R-HSA-180292	GAB1 signalosome	0	0	0.0779576332575462	0	0	-0.00482130095581957	0	0	0	0	-0.000838623150124945	0	0.328740259696516	0.069954861694738	0.0177055397325855	-0.00435083100456464	0	0.0162764052707741	0	0	-0.00864188095157859	0	0	-0.00295872868243748	0.00983432833619154	9.69648465758609e-06	0	-0.0355169554694452	0	0	0	0	0	0.000547713339970615	0	-0.0323951947107705	0	0.0424471841435476	0	0.00192722321779941	-0.0920385190454948	0	0	0.00789576181411604	0	0	0.00167569977910908	-0.0105376048636943	-0.000394033338208074	0
R-HSA-180336	SHC1 events in EGFR signaling	0	0	0.11833154159254	0	0	-0.0074375091118505	0	0	0	0	-0.000833776753589711	0	0.331630085664622	0.10058260776751	0.017643685825379	0.0121230096603947	0	0.00867349931513831	-0.0252379082523078	0	-0.0117344193412108	0	0	-0.00295546358745342	1.74971816439861e-05	9.6489528700489e-06	0	-0.01287905658404	0	0	0	0	0	0.00172322088408332	0	-0.0322211484176596	0	0.0690036231543799	0	0.00193670038687762	-0.0920048390316202	0	0	0.00585848265461515	0	0	0.00205992072107657	0.00593758793193191	-0.00014257850090334	0
R-HSA-180786	Extension of Telomeres	0	0	-0.167379979685187	0	0	0.00177937229314129	0	0	0	0	-0.000821925505289335	0	0.00760122429396685	-0.0611408920146936	7.31689014052749e-09	-7.39888776340125e-05	0	1.09691298681952e-08	0	0	-0.000563733661689423	0	0	5.40837146652041e-08	1.50267089610348e-08	0	0	-0.0111844748849906	0	0	0	0	0	-0.0150871497951647	0	-1.36912860419461e-06	0	0.858128312204785	0	0.000721411261818768	-0.0462506737171897	0	0	0.000419850176727062	0	0	1.36383136693568e-10	-0.00341545387275113	-0.000200631270043832	0
R-HSA-1810476	RIP-mediated NFkB activation via ZBP1	0	0	0.21213581669208	0	0	-0.018867512895366	0	0	0	0	-0.0014468749005351	0	0.0186464969432033	0.208966062604085	0.0473455421797733	-0.0304217071043083	0	-0.0304541855775648	-0.101172991985078	0	-0.000504495210709673	-0.0852373277682814	0	-0.0117545045937213	7.22192900548064e-05	0.0239751277145812	0	-0.0628512792954228	0	0.00225375806660925	0	0	0	0.00138280909129486	0	-0.134090480500972	0	0.00918231952858229	0	-0.00249456939432382	-0.0449406970442826	0	0	0.000885076551412197	0	0	0.00703879815056353	-0.154407948977368	-0.00581582816675106	0
R-HSA-181429	Serotonin Neurotransmitter Release Cycle	0	0	0.124147291898414	0	0	-4.91694488510712e-05	0	0	0	0	-7.08571426223205e-07	0	0.000144907145873172	0.0325601817853959	6.53804604113061e-09	-7.36988353751655e-05	0	0	0	0	-0.000394608013795273	0	0	4.43448769799479e-09	6.30878121023559e-08	0	0	-0.0114411762804205	0	0	0	0	0	0.000570443506261518	0	1.29840981280533e-07	0	1.84615959734712e-05	0	6.59041049765242e-07	-0.0462418797923195	0	0	0.000183591821641071	0	0	7.40675609326074e-08	-0.00242185183637713	4.04541679766504e-05	0
R-HSA-181430	Norepinephrine Neurotransmitter Release Cycle	0	0	0.125464743769816	0	0	-4.91697010811849e-05	0	0	0	0	-7.08571426305631e-07	0	0.00385922255117098	0.0330584431766054	6.53804634539968e-09	-7.37511324151362e-05	0	0	0	0	-0.000323104224090883	0	0	4.45006797285745e-09	6.30878121023559e-08	0	0	-0.0114411762804205	0	0	0	0	0	0.000570416953552253	0	3.42128785907231e-07	0	-5.90893087030631e-05	0	-7.87919814431484e-06	-0.0462570922801102	0	0	0.000277166699441819	0	0	7.40675609326074e-08	-0.000659418312234507	4.01631432555874e-05	0
R-HSA-181431	Acetylcholine binding and downstream events	0	0	0.00675106588129093	0	0	0	0	0	0	0	1.84801243037023e-06	0	-3.8033777032848e-05	7.26503313064669e-07	-6.82164922543247e-06	-4.0196602444068e-06	0	0	0	0	0.000118381770760111	0	0	-8.91900609678555e-06	0	0	0	4.01555621834029e-07	0	0	0	0	0	-6.9647295281254e-06	0	-1.89710233002076e-06	0	1.57607449605321e-05	0	0.000975026182110755	-6.48887120628545e-08	0	0	2.03627430947538e-05	0	0	0	-0.00012393721997478	-3.91745322505413e-10	0
R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	0	0	0.0643906431136101	0	0	0.0684819870153049	0	0	0	0	0.140208066226838	0	0.0973927284542305	0.182347210546699	0.047284335954383	-0.0578929009176269	0	-0.0300691909108581	-0.101497635249008	0	-1.01682775710767	-0.0852373572963458	0	-0.012831328708768	0.0344934467203563	0.035048579918827	0	-0.0506374068754072	0	0.00225375806660925	0	0	0	0.00399379952578323	0	-0.204353413654353	0	0.0848736818278659	0	0.0185052264200831	-0.505946727577132	0	0	-0.144108195380022	0	0	0.0104421993846322	-0.14781132527717	-0.00861220328052029	0
R-HSA-182971	EGFR downregulation	0	0	0.0516177298586548	0	0	-0.00107429114562392	0	0	0	0	-0.00165983770298469	0	0.00721213175091245	0.133858033265836	0.0177055463192622	-0.00442508605563299	0	0.0123065503756683	0	0	-0.0114490515680384	0	0	-0.00295871994489808	0.00983435481325853	9.69648465758609e-06	0	-0.048383159216953	0	0	0	0	0	-2.10612386585195e-05	0	-0.0323961477263207	0	0.0349572276494413	0	0.0019277612593144	-0.0920696511299645	0	0	0.00806393555671698	0	0	0.00167562559278395	-0.244407586627418	-0.000393014453871822	0
R-HSA-1834941	STING mediated induction of host immune responses	0	0	0.043263123200486	0	0	-8.37257293600656e-05	0	0	0	0	2.94782192577528e-05	0	0.00237934570117317	0.00213335197817713	-7.09200811324585e-07	-0.00383824014249829	0	3.82620729020163e-10	-8.14557846913165e-10	0	0.00160659906413809	-3.13656737513352e-07	0	1.0206064023582e-05	0.0134978735426338	1.56368291508221e-12	0	0.000972066814501742	0	0	0	0	0	-0.000307327126055183	0	-0.0117541928009611	0	6.7445679617731e-05	0	0.000112787483649581	-0.0442353502428334	0	0	0.00437038170812544	0	0	-0.000951788608346577	0.00349427220260486	-0.00762939198359482	0
