X..Pathway.Id	Pathway.Name	hsa-let-7b-3p(-)	hsa-let-7g-5p(-)	hsa-miR-100-5p(+)	hsa-miR-126-3p(+)	hsa-miR-1301-3p(-)	hsa-miR-139-5p(+)	hsa-miR-142-3p(+)	hsa-miR-145-3p(+)	hsa-miR-146-5p(-)	hsa-miR-148-3p(-)	hsa-miR-148a-3p(+)	hsa-miR-15a-5p(-)	hsa-miR-185-5p(-)	hsa-miR-20a-5p(-)	hsa-miR-221-3p(-)	hsa-miR-27a-3p(+)	hsa-miR-32-5p(+)	hsa-miR-320a-3p(-)	hsa-miR-335-5p(-)	hsa-miR-345-5p(+)	hsa-miR-378c(-)	hsa-miR-501-3p(-)	hsa-miR-582-3p(+)	hsa-miR-7-5p(+)	hsa-miR-99b-5p(+)
R-HSA-159424	Conjugation of carboxylic acids	2.07294668566962e-16	0	0	0	1.24267224253266e-06	-4.22965851352517e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9.83381864704422e-12	0	0
R-HSA-159740	Gamma-carboxylation of protein precursors	-1.74651901334845e-05	0	0	0	3.30528758093179e-09	-0.0169326965339413	0.000472005498820404	0	0	0	0.00202535646136812	-7.72224354912658e-06	0	-4.25654984289521e-09	-0.00215369693674654	5.57894881382573e-09	0	0	0	0	0	0	0.00056284018610757	0.0217930958712221	0
R-HSA-159782	Removal of aminoterminal propeptides from gamma-carboxylated proteins	-1.74620222407668e-05	0	0	0	2.63771465683932e-09	-0.128008374383693	0.000472005498820404	0	0	0	0.00202535646136812	-7.72224354912658e-06	0	-4.25654984289521e-09	-0.00215369693674654	5.57894881382573e-09	0	0	0	0	0	0	0.000560854338332502	0.0217930958712221	0
R-HSA-159854	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	-1.74620222407668e-05	0	0	0	2.63771465683932e-09	-0.129712963862247	0.000472005498820404	0	0	0	0.00202535646136812	-7.72224354912658e-06	0	-4.25654984289521e-09	-0.00215369693674654	5.57894881382573e-09	0	0	0	0	0	0	0.000560838082878232	0.0217930958712221	0
R-HSA-1606322	ZBP1(DAI) mediated induction of type I IFNs	0.00505345278014798	0	0	0	-1.83596753927142e-08	0.0311424257690609	0	0	0	0	0.00138602416615918	-0.00896075328828411	0	0.0861791173445653	0.0120399695211394	0.00125458266223859	0	0	-0.00229518551448936	0	0	0	0.00239673856525302	0.0329334600230299	0
R-HSA-1606341	IRF3 mediated activation of type 1 IFN	0.000152826743177669	0	0	0	-1.11071983070764e-10	0.0227157332817945	0	0	0	0	1.81114881572986e-06	-8.54685047422921e-06	0	3.17122339423402e-07	-2.77828714381993e-06	5.97420315351711e-05	0	0	0	0	0	0	-9.19966892154367e-05	0.0143160667420466	0
R-HSA-1614517	Sulfide oxidation to sulfate	1.15096951781963e-06	0	0	0	0.032157973840636	0.000269920910180997	0	0	0	0	-8.13803494641299e-09	0.000360851018400787	0	1.64941306412189e-07	0.000226805475848256	0	0	0	0	0	0	0	-2.91159874148021e-05	-0.000215065213987806	0
R-HSA-1614558	Degradation of cysteine and homocysteine	5.90925804296266e-07	0	0	0	0.0321580073109373	0.000269353778734675	0	0	0	0	-8.12354903849915e-09	0.000360648191819915	0	1.64941306412189e-07	0.000226798764387222	0	0	0	0	0	0	0	-0.000340102902799352	-0.000215065266873076	0
R-HSA-1614603	Cysteine formation from homocysteine	-5.06229117879016e-11	0	0	0	1.15353444978634e-10	1.15802345578396e-08	0	0	0	0	1.89132853153693e-15	2.92003720141969e-10	0	0	-4.56934891439431e-12	0	0	0	0	0	0	0	-0.000817436384493172	-1.00217041019095e-14	0
R-HSA-1614635	Sulfur amino acid metabolism	0.000582804548168476	0	0	0	0.0321580076556435	0.000263362709653502	0	0	0	0	-0.00115564422025607	0.000452657513388002	0	5.64001419535989e-05	0.000414707879396052	0	0	0	0	0	0	0	-0.0211979597814748	-0.000213959468628321	0
R-HSA-162582	Signaling Pathways	6.29387628773458	0.27141815961099	-0.763446591948344	-0.960768203809733	0.176596297624109	-2.07504571270724	-0.984051464108538	0	0	0	-1.13427953031644	1.44316978204155	0.358341001255121	0.613570211815625	0.462170447322693	-0.581127541433668	-0.395332047548241	0	0.770748797826799	0	0	0	-6.0604417087378	-0.267816917332542	0
R-HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization	-2.09719830662869e-05	0	0	0	-1.07407139500496e-09	0.0423464201130871	0	0	0	0	8.19213077918195e-07	0.0169603595500904	0.000882820728681439	0	-1.39775347392893e-05	0	0	0	0	0	0	0	0.00223008408827558	0.0358256811252381	0
R-HSA-162699	Synthesis of dolichyl-phosphate mannose	3.42214047560417e-25	0	0	0	0	-5.7500419309423e-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.07621783181086e-09	0	0
R-HSA-162710	Synthesis of glycosylphosphatidylinositol (GPI)	-4.82732039447211e-08	0	0	0	3.24522287619804e-13	-3.6864375916368e-05	0	0	0	0	0	2.62974119374685e-06	0	0	-4.89607992268988e-08	0	0	0	0	0	0	0	1.16753254489906e-05	-1.07378091494372e-10	0
R-HSA-162791	Attachment of GPI anchor to uPAR	2.06652879543828e-06	3.29996499570029e-06	0	0	0.0130010767149629	-4.2832310844929e-05	0	0	0	0	-0.000165459185607666	-6.15092960523723e-07	0	0.000335727611695291	-2.44990623593452e-05	0	0	0	0	0	0	0	-1.34888086318381e-05	-2.48988495158163e-06	0
R-HSA-1630316	Glycosaminoglycan metabolism	4.09521119672831e-05	0.000287236273873688	-0.272755468623281	-0.000724697872004323	1.64861363497037e-06	0.000836643603742924	0	0	0	0	2.33466545289386e-05	-1.67408328004158e-06	0	-1.03479419460186e-05	-0.0017383049378591	0	0	0	0	0	0	0	7.17103042031063e-07	-0.00353653191432135	0
R-HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins	-0.00011088525049356	3.29996499570029e-06	0	0	0.0130010759013195	0.00142583548665734	0	0	0	0	-0.000166696853904707	0.141580298414298	0	0.00154966157449026	0.0969202236368623	0	0	0	0	0	0	0	0.00518119009335728	0.082186213806355	0
R-HSA-163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	0.000112202872164014	0	0	0	0.000291199259423092	0.00637337224182617	0	0	0	0	-0.000177405285752012	0.135729371919573	0	6.74266706731169e-07	0.0169056023696521	0.0016429058672172	0	0	-0.00344277827173403	0	0	0	-0.000962075026288337	-0.00455547041099176	0
R-HSA-163210	Formation of ATP by chemiosmotic coupling	1.15426118733103e-06	0	0	0	9.11564042444333e-14	-0.000254834543284473	0	0	0	0	6.78756788556346e-07	5.92996697108418e-06	0	0	2.16490413419267e-09	0	0	0	0	0	0	0	9.04119660106759e-07	2.35617055880397e-11	0
R-HSA-163282	Mitochondrial transcription initiation	1.59865092916344e-06	0	0	0	1.27986494528376e-10	-4.13374246292005e-05	0	0	0	0	1.46082824683927e-09	-6.07636207156513e-08	0	0	3.97807430794474e-06	0	0	0	0	0	0	0	-3.66157020323061e-06	-3.02861823569845e-06	0
R-HSA-1632852	Macroautophagy	0.00315982930268491	0	0	0	4.18882976177716e-08	0.0129164284052607	0	0	0	0	0.00239955607547785	0.00565197833662281	0	-8.63002337633435e-07	0.0137163737166068	5.97420315351711e-05	0	0	0	0	0	0	0.000304280801461025	0.021780297244231	0
R-HSA-163358	PKA-mediated phosphorylation of key metabolic factors	5.95639495043988e-06	0	0	0	2.60106331572917e-11	-0.000116508043866002	0	0	0	0	4.22375205241681e-12	5.75764921810448e-05	0	-8.93875467007993e-06	1.89134788434356e-06	0	0	0	0	0	0	0	-0.000294515128835567	1.49319349854008e-08	0
R-HSA-163359	Glucagon signaling in metabolic regulation	-3.08427491003272e-05	0	0	0	-3.11179792541602e-10	-0.000176304676044089	0	0	0	0	-7.90865178128495e-10	7.41962139190353e-06	0	-0.00016069326966898	0.00301258927490374	-5.97420315351711e-05	0	0	0	0	0	0	1.67618960645231e-06	1.66806956479138e-05	0
R-HSA-163560	Triglyceride catabolism	0.00119455458736857	3.29996499570029e-06	0	0	0.0130010762585791	-0.00059858119298778	0	0	0	0	-0.000226650995181407	0.00249451699365305	0	0.00345274811335188	0.00289471179584794	0	0	0	0	0	0	0	-0.00112831485804601	-0.000108151651290126	0
R-HSA-163615	PKA activation	-0.00149805131839488	0	0	0	-3.11179792541602e-10	-0.000148257365740347	0	0	0	0	-7.90865178128495e-10	7.41962139190353e-06	0	-0.00016069326966898	0.00301258927490374	-5.97420315351711e-05	0	0	0	0	0	0	1.61171504688678e-06	1.66806956479138e-05	0
R-HSA-163680	AMPK inhibits chREBP transcriptional activation activity	1.91986611578258e-05	0	0	0	-1.12027456653472e-09	0.000156176808638177	0	0	0	0	1.56146757041851e-09	4.42653072762562e-07	0	0	3.82395543050962e-06	0	0	0	0	0	0	0	-7.92715584913024e-06	-1.35986531077071e-05	0
R-HSA-163685	Integration of energy metabolism	0.0004955974278672	-4.87380996915246e-06	-0.0342516208651003	0	0.00214387338363156	-0.009271234539694	0	0	0	0	-5.18539246710887e-06	0.00735372562435417	0.000339546434108246	-0.0023101200877093	0.00815015582372919	0.0024149068017172	0	0	0.011781952307712	0	0	0	0.0509119441583151	0.00746575010021995	0
R-HSA-163754	Insulin effects increased synthesis of Xylulose-5-Phosphate	-5.65318491379641e-09	0	0	0	-6.67984383434733e-17	-7.47807235786791e-07	0	0	0	0	2.43672186249903e-13	5.76417304099931e-10	0	0	2.09474263362551e-05	0	0	0	0	0	0	0	2.81913992084464e-08	-6.7510457096863e-07	0
R-HSA-163765	ChREBP activates metabolic gene expression	1.48237098128738e-05	0	0	0	-1.0622944352595e-09	-0.000105013090497686	0	0	0	0	-1.74378765174014e-06	3.74270054768419e-06	0	0	1.3042198252004e-06	0	0	0	0	0	0	0	-0.000908587751858667	-2.4635380055906e-08	0
R-HSA-163767	PP2A-mediated dephosphorylation of key metabolic factors	0.000469081100459632	0	0	0	-8.18688056872419e-11	-0.00523932015465889	0	0	0	0	-2.32453048783161e-06	0.00299449698248707	0	-1.27696495286856e-08	0.0031147768883049	0	0	0	0	0	0	0	-0.0170538306172082	1.74989233783155e-05	0
R-HSA-1638074	Keratan sulfate/keratin metabolism	-2.01705272411217e-07	0	0	0	-1.78668436700849e-13	2.60409544567831e-06	0	0	0	0	0	-1.07700414074188e-10	0	0	1.48485190927705e-21	0	0	0	0	0	0	0	-1.03399255579543e-06	3.25649431152156e-24	0
R-HSA-1638091	Heparan sulfate/heparin (HS-GAG) metabolism	-1.4119560373336e-06	0	-0.270441423703202	0	-1.50628767824934e-09	0.00143713798374494	0	0	0	0	4.79414892932927e-11	-1.31957974265717e-05	0	0	-0.00173950658678716	0	0	0	0	0	0	0	6.59768523746313e-06	-3.81503533303667e-06	0
R-HSA-163841	Gamma carboxylation, hypusine formation and arylsulfatase activation	0.0110561530360155	0	0	0	0.000748806666312805	-0.129874195440271	0.000472005498820404	0	0	0	0.00202537968054633	9.99400130806354e-05	0	-4.25654984289521e-09	-0.0021536803413126	5.57894881382573e-09	0	0	0	0	0	0	0.000545880218874977	0.0217930959688851	0
R-HSA-1640170	Cell Cycle	0.0680713921329903	0	0	-0.0405830808322421	6.20870247253394e-07	-0.192001702942475	0	0	0	0	0.000104637160518962	0.182014126443021	0.000882820728681439	0.00663443915966342	0.204837470106	0.00316632767136407	0	0	-0.00459037102897872	0	0	0	-2.04317540945747	0.0881940784155706	0
R-HSA-164378	PKA activation in glucagon signalling	-3.08427491003272e-05	0	0	0	-3.11179792541602e-10	-0.000176304676044089	0	0	0	0	-7.90865178128495e-10	7.41962139190353e-06	0	-0.00016069326966898	0.00301258927490374	-5.97420315351711e-05	0	0	0	0	0	0	1.67618988637283e-06	1.66806956479138e-05	0
R-HSA-164952	The role of Nef in HIV-1 replication and disease pathogenesis	0.111457356466579	0	0	0	1.37975171531272e-09	0.000551295760001836	0	0	0	0	-1.92974062703567e-07	1.83330429849545e-05	0	0	-3.76470982309048e-06	-5.97420315351711e-05	0	0	0	0	0	0	-3.42236060661273e-05	-0.000195656150485879	0
R-HSA-1650814	Collagen biosynthesis and modifying enzymes	0.000103994504051078	0	-0.0507077669443503	-0.129358570152772	0.000448211597093166	-0.00810383482809527	0	0	0	0	-0.0077688994051718	1.29844325187565e-05	0	0	-0.000385499519651339	0	0	0	0.00012751030636052	0	0	0	-0.00110436354720074	3.69138676216047e-06	0
R-HSA-165158	Activation of PKB	-1.35350564830932e-05	0	0	0	-1.80445043523479e-10	-0.00932703839891119	0	0	0	0	1.26510688400549e-09	0.00248547360150352	0	0	-2.91504765515248e-06	0.00101561453609791	0	0	0	0	0	0	5.00973561923876e-05	-0.00346105388142517	0
R-HSA-165159	MTOR signalling	0.00295675579697243	0	0	0	-3.27842355046903e-09	0.0134763783105991	0	0	0	0	0.000834412583573842	0.00564730603774666	0	-9.31716843790426e-06	0.0153167710313616	0.00107535656763308	0	0	0	0	0	0	-0.00101600641307151	-0.00357410964912166	0
R-HSA-165160	PDE3B signalling	-1.89772207755248e-05	0	0	0	3.33551582401325e-10	-0.00470753928034008	0	0	0	0	4.72752008060816e-05	2.31091692479857e-06	0	-9.63429077732767e-06	-3.88651391120982e-06	0.00101561453609791	0	0	0	0	0	0	6.788186834451e-05	-0.00346105926757128	0
R-HSA-165181	Inhibition of TSC complex formation by PKB	-2.02608158881471e-05	0	0	0	-3.34180670745749e-10	-0.000376965892735629	0	0	0	0	4.72752008060816e-05	1.99934335370684e-06	0	-9.63429077732767e-06	0.00822272773178486	0.00101561453609791	0	0	0	0	0	0	7.2727810034509e-05	-0.00344301718134942	0
R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	-0.000211451106366873	0	0	0	-1.58818968269688e-08	0.0412748327942	0	0	0	0	0.00391452604942026	0.140096745584117	0.000882820728681439	2.34736204571427e-11	0.0181623188488801	-0.0872831080728849	0	0	-0.00459037102897872	0	0	0	-0.000936721714485361	-0.0105347570301886	0
R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	0.168026771829865	0	0	0	-1.92220369272374e-08	-0.396118234923291	0	0	0	0	-0.134311382420812	0.0225611875987744	0.149196703147163	0.0861791471988863	0.0131429449312401	0.0022184850097496	0	0	-0.00229518551448936	0	0	0	-0.0182701540678709	0.0973330499662666	0
R-HSA-166020	Transfer of LPS from LBP carrier to CD14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.88243276775701e-10	0	0
R-HSA-1660499	Synthesis of PIPs at the plasma membrane	0.16461904670694	0	0	0	0.000461119117716445	-0.177899685109299	0	0	0	0	-0.0164382890125711	0.0113803658125495	0.000882820728681439	3.17122339423402e-07	-0.00334947394022884	0.00209097110373099	0	0	0	0	0	0	-0.000711973814674873	0.0216578450592508	0
R-HSA-1660514	Synthesis of PIPs at the Golgi membrane	0.00253213283647817	0	0	0	2.71158538445624e-10	0.0177939529590768	0	0	0	0	-0.00342361250935917	0.00576181551577771	0	0	4.84016417386185e-09	0	0	0	0	0	0	0	-3.8171080120014e-06	-2.95878465041046e-07	0
R-HSA-1660516	Synthesis of PIPs at the early endosome membrane	0.00259241336265934	0	0	0	2.7562000027665e-10	0.0177593665298394	0	0	0	0	-0.00342361250935917	0.00576809034198456	0	0	4.84016417386185e-09	0	0	0	0	0	0	0	-7.72679309419747e-06	-2.95878465041046e-07	0
R-HSA-1660517	Synthesis of PIPs at the late endosome membrane	0.00253218291301346	0	0	0	2.71161973745716e-10	0.0177939554576826	0	0	0	0	-0.00342361250935917	0.00576182072946133	0	0	4.84016417386185e-09	0	0	0	0	0	0	0	-3.81942602027842e-06	-2.95878465041046e-07	0
R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	0.0648218404034346	0	0	0	-1.92230045512888e-08	-0.391498603573916	0	0	0	0	-0.134311382420812	0.0225611899628006	0.149196703147163	0.0861791471988863	0.0131429449312401	0.0022184850097496	0	0	-0.00229518551448936	0	0	0	-0.0177794973224136	0.0973330499662666	0
R-HSA-1660661	Sphingolipid de novo biosynthesis	9.45709331014061e-06	0	0	0	-1.76381249357571e-09	0.00241412616554199	0	0	0	0	-1.6436272379928e-06	0.0056740766816812	0	0	0.0936732853127028	0	0	0	0	0	0	0	0.000354928856674379	0.0223506356988006	0
R-HSA-1660662	Glycosphingolipid metabolism	-3.97756195883436e-07	0	0	0	0.000748801004520389	-0.000241034520783083	0	0	0	0	-3.85147479827203e-11	0.000294713893491234	0	0	5.59764638193327e-05	-0.0893740791766159	0	0	0	0	0	0	-2.4411720419507e-05	2.94588264233062e-07	0
R-HSA-166166	MyD88-independent TLR4 cascade	0.167685017130866	0	0	0	-1.90567692636955e-08	-0.387786862249698	0	0	0	0	-0.134311626009352	0.0225623410008847	0.149196703147163	0.0861791045749157	0.0131223712559037	0.00119484063070342	0	0	-0.00229518551448936	0	0	0	-0.0182393236786308	0.0969335542588421	0
R-HSA-166187	Mitochondrial Uncoupling	6.9243386912443e-07	0	0	0	1.56233557216299e-10	-6.66988940940868e-06	0	0	0	0	9.30205591212735e-13	0.14155411584302	0	-1.46058082844443e-09	-3.38091303027594e-12	0	0	0	0	0	0	0	-1.80913331499519e-05	-7.46984305045796e-15	0
R-HSA-166208	mTORC1-mediated signalling	0.00283091662000438	0	0	0	1.85955799150458e-09	0.01674703159132	0	0	0	0	-3.87197840513304e-07	0.00567549436728107	0	0	0.0010674739298567	0	0	0	0	0	0	0	-0.00100557682674406	-8.33577278000374e-07	0
R-HSA-1663150	The activation of arylsulfatases	2.02612345817165e-09	0	0	0	0.000748804855908958	1.69193973155072e-09	0	0	0	0	3.9762494790045e-13	4.01090535320987e-05	0	0	1.67863769116581e-08	0	0	0	0	0	0	0	-1.3437717495492e-05	9.89144543581242e-11	0
R-HSA-166520	Signaling by NTRKs	0.0627599366615224	0	0	0	-5.52177261571253e-09	-0.515622618833833	0	0	0	0	-0.134055598609301	0.165709340511266	0.297510585565645	0.114920992399894	0.0137593914087621	0.00221045516680133	0	0	0.172138913586702	0	0	0	-0.0118691609373177	0.100454346989569	0
R-HSA-166658	Complement cascade	-4.10063618554165e-05	0	0	0	-9.83310715866396e-10	0.00145349173359346	0	0	0	0	2.5005094366153e-05	0.000195552577684414	0	-1.75738629763802e-06	-0.00304036841205966	0	0	0	0	0	0	0	0.00125775082547513	0.0218187286095913	0
R-HSA-166662	Lectin pathway of complement activation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39131867477372e-25	0	0
R-HSA-166663	Initial triggering of complement	-1.82183443201873e-05	0	0	0	6.93172974140711e-12	1.85272368976395e-07	0	0	0	0	1.38851548847854e-05	-3.2078900269992e-06	0	-1.75738629763802e-06	-5.87262045760338e-06	0	0	0	0	0	0	0	0.00058196782792071	5.58405044419923e-06	0
R-HSA-166665	Terminal pathway of complement	9.361931847569e-07	0	0	0	-1.12141602063769e-09	2.88050978087521e-07	0	0	0	0	-2.34076774587631e-06	-1.91303841538713e-08	0	0	-3.59649407486942e-06	0	0	0	0	0	0	0	-3.50142814661717e-06	2.55738048041206e-07	0
R-HSA-166786	Creation of C4 and C2 activators	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39131867477372e-25	0	0
R-HSA-167021	PLC-gamma1 signalling	8.00247571714722e-06	0	0	0	3.00055810126887e-11	-0.00360350170850696	0	0	0	0	0	0.00442116943561486	0	0	0	0	0	0	0	0	0	0	-5.69690647146867e-08	0	0
R-HSA-167044	Signalling to RAS	0.00214735688760111	0	0	0	-4.46388962107936e-09	0.0175950684711905	0	0	0	0	-4.63471731314346e-06	0.0157741810931257	0	0	0.00302586396001006	0	0	0	0	0	0	0	-0.0009354633735992	-0.00344703725754909	0
R-HSA-167060	NGF processing	-2.20538248415483e-08	0	0	0	-6.67572924092469e-10	-0.116105335606308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.03383143883041e-06	0	0
R-HSA-167826	The fatty acid cycling model	6.88840052723091e-07	0	0	0	1.56158183643853e-10	-6.650903917602e-06	0	0	0	0	6.90155564120394e-16	0.141554115834389	0	-1.46058082844443e-09	-3.37499705943273e-12	0	0	0	0	0	0	0	-1.80914339156332e-05	-7.47958293292001e-15	0
R-HSA-167827	The proton buffering model	6.88840052723091e-07	0	0	0	1.56158183643853e-10	-6.650903917602e-06	0	0	0	0	6.90155564120394e-16	0.141554115834389	0	-1.46058082844443e-09	-3.37499705943273e-12	0	0	0	0	0	0	0	-1.80914339156332e-05	-7.47958293292001e-15	0
R-HSA-1679131	Trafficking and processing of endosomal TLR	0.00148322754588871	0	0	0	-8.18598927153453e-10	-0.00438513014589039	0	0	0	0	3.21908583707653e-14	-6.79607913962208e-07	0	0	-1.9375432600102e-13	0	0	0	0	0	0	0	-3.5766514409319e-05	-1.14943189025756e-15	0
R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade	0.0664450942703085	0	0	0	-1.92199228878811e-08	-0.38777987142843	0	0	0	0	-0.134311625994869	0.0225623404693867	0.149196703147163	0.0861791045749157	0.0131223711826945	0.00221045516680133	0	0	-0.00229518551448936	0	0	0	-0.017757294537855	0.0969335542583649	0
R-HSA-168142	Toll Like Receptor 10 (TLR10) Cascade	0.0647555812939377	0	0	0	-1.91970293121711e-08	-0.387785520746664	0	0	0	0	-0.134311625994869	0.0168940009300914	0.149196703147163	0.0861791045749157	0.0131223711826945	0.00221045516680133	0	0	-0.00229518551448936	0	0	0	-0.0177445193668418	0.0969335542583649	0
R-HSA-168164	Toll Like Receptor 3 (TLR3) Cascade	0.169115518756399	0	0	0	-1.9031456659391e-08	-0.387796514682406	0	0	0	0	-0.134311626009352	0.0168939955515169	0.149196703147163	0.0861791045749157	0.0131223712559037	0.00119484063070342	0	0	-0.00229518551448936	0	0	0	-0.0182422058172793	0.0969335542588421	0
R-HSA-168176	Toll Like Receptor 5 (TLR5) Cascade	0.0647555812939377	0	0	0	-1.91970293121711e-08	-0.387785520746664	0	0	0	0	-0.134311625994869	0.0168940009300914	0.149196703147163	0.0861791045749157	0.0131223711826945	0.00221045516680133	0	0	-0.00229518551448936	0	0	0	-0.0177445193668418	0.0969335542583649	0
R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	0.0648218404034346	0	0	0	-1.92230045512888e-08	-0.391498603573916	0	0	0	0	-0.134311382420812	0.0225611899628006	0.149196703147163	0.0861791471988863	0.0131429449312401	0.0022184850097496	0	0	-0.00229518551448936	0	0	0	-0.0177794973224136	0.0973330499662666	0
R-HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	0.0664451056843909	0	0	0	-1.92199228878811e-08	-0.38777987142843	0	0	0	0	-0.134311625994869	0.0225623404693867	0.149196703147163	0.0861791045749157	0.0131223711826945	0.00221045516680133	0	0	-0.00229518551448936	0	0	0	-0.0177583436320621	0.0969335542583649	0
R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	0.0648218404034346	0	0	0	-1.92230045512888e-08	-0.391498603573916	0	0	0	0	-0.134311382420812	0.0225611899628006	0.149196703147163	0.0861791471988863	0.0131429449312401	0.0022184850097496	0	0	-0.00229518551448936	0	0	0	-0.0177794973224136	0.0973330499662666	0
R-HSA-168249	Innate Immune System	0.64797311806418	0.253342393556593	0	0	-0.00608395183627289	-0.676271365470235	0	0	0	0	-0.14618223537966	0.0290325214803345	0.152727986061889	0.108708173872263	0.121898506918139	0.00323409954584752	0	0	-0.00459037102897872	0	0	0	-1.83465468310898	0.0893913452066271	0
R-HSA-168256	Immune System	5.99478925168814	0.539780993932543	-0.660964198975142	-0.129902093556775	0.0457712164907207	-0.946542744263138	-0.343281999203539	0	0	0	-0.479007662514815	0.49350434227778	0.529489010919047	0.279038819117284	0.524377893852509	-0.263926704991637	-0.395332047548241	0	-0.00459037102897872	0	0	0	-2.14821613321388	-0.202484186533449	0
R-HSA-168638	NOD1/2 Signaling Pathway	0.106548571602272	0	0	0	-0.00608397408311663	0.0249192265568932	0	0	0	0	0.00162480549769004	0.00565674465203901	0	-1.01695291538459e-05	-0.00167663592292958	0	0	0	0	0	0	0	-0.00277224612783553	-0.00353514757411177	0
R-HSA-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	0.106817583539879	0	0	0	-0.00608392814225657	0.0305769974795103	0	0	0	0	0.00222312969918911	-0.00326759432861856	0	-1.07292522539741e-05	0.100805853207718	0.00119484063070342	0	0	-0.00229518551448936	0	0	0	0.00101449559365954	0.0580331556269343	0
R-HSA-168898	Toll-like Receptor Cascades	0.272934050130549	0	0	0	-1.92200713880973e-08	-0.400625829139273	0	0	0	0	-0.13431138242078	0.0225611096750675	0.149196703147163	0.0861791471988863	0.0131429449310464	0.0022184850097496	0	0	-0.00229518551448936	0	0	0	-0.0182957022720582	0.0973330499662655	0
R-HSA-168927	TICAM1, RIP1-mediated IKK complex recruitment	0.106133287974734	0	0	0	-3.01924487013921e-10	0.0230550738607699	0	0	0	0	0.000835310941134129	-1.16877935340227e-05	0	-9.63429077732767e-06	3.82646478703605e-06	5.97420315351711e-05	0	0	0	0	0	0	-0.000598433024782499	0.0109152690743394	0
R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	0.0552808603833707	0	0	0	3.83436326995838e-08	0.0492210096982006	0	0	0	0	0.0012742943150429	-0.00649246615941	0.000882820728681439	0.0459596585670013	0.0073885339814081	0.00328581173443441	0	0	-0.00459037102897872	0	0	0	3.74853148617754e-05	0.0327775910134885	0
R-HSA-169893	Prolonged ERK activation events	0.0536625346294176	0	0	0	4.72134709413812e-10	0.0137398126259718	0	0	0	0	1.65432671574402e-06	0.00477501055018476	0	-1.27696495286856e-08	-0.00602396741623969	0	0	0	0	0	0	0	-0.000849953709039213	-0.00350356708746083	0
R-HSA-169911	Regulation of Apoptosis	0.056207580348749	0	0	0	-2.02709511260442e-08	0.00378987163604226	0	0	0	0	-0.00474745811038343	0.00889877913968747	0	0.00527689661378221	0.0151744582278828	0	0	0	0	0	0	0	-1.80278725503377	0.0437466623574175	0
R-HSA-170145	Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	1.65504036323214e-05	0	0	0	-4.05946119884028e-10	0.00300559371369066	0	0	0	0	1.18512547388813e-09	0.00566816070090831	0	0	-4.8616966992371e-08	0	0	0	0	0	0	0	-0.000713297638647269	-0.00346397566692023	0
R-HSA-170660	Adenylate cyclase activating pathway	-2.88100187256104e-05	0	0	0	-3.94634950000511e-10	-0.000127911142820993	0	0	0	0	-7.95082896249407e-10	7.41478405584379e-06	0	-0.000151767284648428	0.00301258926841592	-5.97420315351711e-05	0	0	0	0	0	0	1.65715159375275e-06	1.66806961086996e-05	0
R-HSA-170670	Adenylate cyclase inhibitory pathway	-3.98767095863538e-05	0	0	0	-3.85923976933179e-10	-0.000175426946410793	0	0	0	0	3.68987194563304e-10	-2.61813669882973e-05	0	-0.000151767284648428	0.0030263006232123	-5.97420315351711e-05	0	0	0	0	0	0	0.000339600224474973	0.00746832189012389	0
R-HSA-170822	Regulation of Glucokinase by Glucokinase Regulatory Protein	4.52884846931507e-07	0	0	0	1.92220475074324e-10	6.65518725434825e-05	0	0	0	0	0	-8.10238087414137e-12	0	0	-4.25326874185667e-11	0	0	0	0	0	0	0	-6.81319071873261e-07	-9.32803155432005e-14	0
R-HSA-170834	Signaling by TGF-beta Receptor Complex	-0.0988771167716303	0.000215427205405266	-0.00173553369005961	-0.000543523404003242	1.22033349227355e-06	-0.0484550259324438	-0.033844394284063	0	0	0	-0.227640002543048	0.158470022386023	0.000882820728681439	0.0012046058724168	0.0157310933586046	0.00418154217792033	0	0	-0.00459037102897872	0	0	0	-0.0412602198380714	0.0614111753455911	0
