X..Pathway.Id	Pathway.Name	hsa-miR-1-3p(-)	hsa-miR-11400(+)	hsa-miR-1228-5p(-)	hsa-miR-1246(-)	hsa-miR-126-3p(+)	hsa-miR-139-5p(+)	hsa-miR-142-3p(+)	hsa-miR-144-5p(+)	hsa-miR-146a-5p(-)	hsa-miR-146b-5p(+)	hsa-miR-150-5p(+)	hsa-miR-193a-5p(-)	hsa-miR-199a-3p(-)	hsa-miR-199a-5p(+)	hsa-miR-20a-5p(-)	hsa-miR-215-5p(+)	hsa-miR-221-3p(-)	hsa-miR-223-3p(-)	hsa-miR-224-5p(+)	hsa-miR-3168(-)	hsa-miR-32-5p(+)	hsa-miR-335-5p(-)	hsa-miR-338-5p(-)	hsa-miR-340-3p(+)	hsa-miR-363-3p(+)	hsa-miR-370-3p(+)	hsa-miR-374a-5p(+)	hsa-miR-375-3p(+)	hsa-miR-378a-3p(-)	hsa-miR-381-3p(+)	hsa-miR-409-3p(+)	hsa-miR-4433b-3p(+)	hsa-miR-450b-5p(-)	hsa-miR-493-3p(+)	hsa-miR-495-3p(+)	hsa-miR-501-3p(-)	hsa-miR-502-3p(-)	hsa-miR-542-3p(-)	hsa-miR-543(+)	hsa-miR-99b-5p(+)
R-HSA-187706	Signalling to p38 via RIT and RIN	0	0	1.00761596741645e-09	0	0	-0.00331030527935953	0	0	0	0	0	0	0	0	0	7.19027534874732e-05	-1.0034617647389e-07	0	0	0	0	0	0.0024531801497222	-0.0343518625725141	0	0	3.46335004144046e-05	7.93643964328033e-07	-3.32059595324307e-05	0	0	0	6.95278494161339e-05	0	-0.000830210999248647	0	0	0	0	0
R-HSA-189085	Digestion of dietary carbohydrate	0	0	2.86533766920228e-08	0	0	6.62905540784665e-07	0	0	0	0	0	0	0	0	0	-1.31285310983105e-09	0	0	0	0	0	0	0	8.07328482634081e-09	0	0	-1.84633046765246e-12	7.44387720602078e-06	-4.08609468916777e-08	0	0	0	0	0	-3.82162248023925e-07	0	0	0	0	0
R-HSA-189200	Cellular hexose transport	-0.00562686204301439	0	1.05091061924811e-07	0	-0.121477559790238	0.00129493546526326	0	0	-1.17790283439277e-15	0	-0.167555255314391	-0.0330116011495269	0	1.53611550611936e-07	0	-0.00746128756695109	-0.00660231585480944	4.06852951006202e-05	0	0	-0.373777107046888	0	3.59083718626431e-11	0.00246059594877988	0	0	9.76301275652554e-05	3.3600791203649e-07	0.00418596068594168	0	1.21434894567668e-08	0	-0.163209056198612	0	-0.000413856508553121	0	0	0	7.76732778021175e-15	0
R-HSA-189445	Porphyrin metabolism	-3.60406659003533e-05	0	6.15283099995235e-06	0	0	-0.000373584629837297	0	0	0.0209289637722802	0	-0.00617714969439445	-1.43799169911771e-11	1.24109745108467e-08	-0.00126629845293636	0	-0.00748806912744925	-9.40360763153257e-06	-7.71749649913441e-08	0	0	0	0	-1.33413284922314e-08	-0.0343650587295902	0	0	9.08484052677489e-05	-4.1256722377727e-06	0.00416996714094989	0	6.43589566960937e-11	0	-0.0782359423389358	0	-0.000109822532502406	0	0	-3.59497924779429e-11	2.45635208286808e-07	0
R-HSA-189451	Heme biosynthesis	-3.58234954974362e-05	0	7.63923640539236e-07	0	0	1.38622745875895e-05	0	0	0.0209289598273903	0	-0.00617715225396537	0	0	-9.51732381556226e-07	0	-0.000233036175098422	-1.04506039095426e-05	-9.59909647414995e-08	0	0	0	0	-1.36014271001812e-08	0.000255453477857811	0	0	9.25453502312348e-06	-4.62554249850184e-06	0.000100428851841352	0	6.27448210189114e-11	0	0.000423825161065258	0	-2.71439271824406e-05	0	0	0	2.45699190956357e-07	0
R-HSA-189483	Heme degradation	-3.68756132578362e-05	0	6.10937847027774e-06	0	0	-0.00037292448891456	0	0	0.0209289637722729	0	-0.00617714969439445	-1.43799169911771e-11	1.24109745108467e-08	-0.00126534672055573	0	-0.00749030388245245	-1.04085426907684e-05	-9.52168718327512e-08	0	0	0	0	-1.36050750475735e-08	-0.034356391791666	0	0	9.10021188336494e-05	-4.12472482808038e-06	0.00416987020344641	0	6.61608801047434e-11	0	-0.0781936841280377	0	-0.000108096201121378	0	0	-3.59497924779429e-11	2.45635256410906e-07	0
R-HSA-190236	Signaling by FGFR	-0.0248694959318009	0	4.26775520440974e-06	0	0	-0.196805147842297	0	0	9.32696757961764e-06	0	-8.02570610526861e-05	-0.0819137082262751	0	-0.0110040662737931	1.24502356066677e-06	-0.0603481296602292	0.00659629298584362	-0.0104299837336047	0	0	0	0	0.0712281031438427	-0.701472319634454	0	0	-0.0100533665694082	-0.00207165702291811	0.0633517953823183	0	-0.000156738924195365	0	-0.0121854130630657	0	-0.0726403041393772	0	0	-0.107274170499953	-1.04301285212966e-06	0
R-HSA-190239	FGFR3 ligand binding and activation	0.00246262679659159	0	1.79641189712286e-09	0	0	-0.000222333215664804	0	0	-2.67948471871679e-10	0	4.15998567786188e-07	-5.09022812785895e-06	0	-1.05233257465088e-05	1.18765075982454e-06	-0.00765597111887727	0.00332903347473288	-1.93019141143141e-05	0	0	0	0	0.00111273014436006	-0.03620996972145	0	0	8.86555722042836e-05	-2.42392233254729e-06	0.00428634781964089	0	-5.31805674047452e-09	0	-0.0841179929500193	0	-0.000622932897559537	0	0	0.0194892944428273	1.76690602014477e-09	0
R-HSA-190241	FGFR2 ligand binding and activation	0.00251021201641892	0	1.00873143677246e-06	0	0	-0.000252075737448042	0	0	-2.80123138037619e-10	0	-7.01059072208889e-11	7.724333083356e-12	0	-7.99330019959149e-06	-3.30862272893929e-12	2.30951451931931e-05	0.00312029094756517	-1.8703755301741e-05	0	0	0	0	0.000858921644425807	-0.0703742896251224	0	0	4.74806039815859e-05	-2.23806966552852e-06	-2.0442328018272e-05	0	-5.42063200867777e-09	0	-0.0815961673721499	0	-0.00388222895572684	0	0	1.931083270839e-11	1.84718821317834e-09	0
R-HSA-190242	FGFR1 ligand binding and activation	-0.00172377917348452	0	2.53968005097381e-08	0	0	-8.66001524829671e-05	0	0	-2.80123115702233e-10	0	-7.01059072209042e-11	7.724333083356e-12	0	-7.99621298079556e-06	-3.30862272893929e-12	-0.000287257557676916	0.00312026358356612	-1.92478585314459e-05	0	0	0	0	0.000860223452501619	-0.036030204681045	0	0	-0.000103487317484216	-2.50751216757632e-06	0.000156044614102991	0	-3.49888578616324e-06	0	-0.0214111762916709	0	-0.000711260755102846	0	0	1.931083270839e-11	1.84718806589433e-09	0
R-HSA-190322	FGFR4 ligand binding and activation	0.00250753511356227	0	-1.14937386100268e-09	0	0	-0.000264567017678049	0	0	-2.59060449220535e-10	0	-7.01059072208889e-11	7.724333083356e-12	0	-0.00275480075729939	-3.30862272893929e-12	0.000103751736776548	0.00312029318703433	-1.92619880630054e-05	0	0	0	0	0.000883798023852771	-0.0705481476382635	0	0	3.19203109987883e-05	-0.000540629313162752	-6.423097891512e-05	0	-5.41485490922731e-09	0	-0.0812974782935913	0	-0.0005580359009334	0	0	1.931083270839e-11	1.70829661431464e-09	0
R-HSA-190370	FGFR1b ligand binding and activation	-0.000171070368434105	0	-7.88990828593638e-08	0	0	-0.000270084813846201	0	0	-3.75400285756932e-08	0	3.50435914914777e-11	-5.79324981251701e-12	0	-1.54345039630739e-08	2.48146704670447e-12	0.000285458021385784	-4.02005007713795e-06	-1.00703412474305e-07	0	0	0	0	0.000992676421242441	0.000515448006378221	0	0	-1.46050514415632e-05	-3.15531512206482e-06	-0.000165309796398471	0	-3.50223182163469e-06	0	0.0602820236875265	0	-0.000843537349796095	0	0	-1.44831245312925e-11	2.4754648542487e-07	0
R-HSA-190371	FGFR3b ligand binding and activation	0.00250540217102627	0	2.34174527970061e-09	0	0	-0.000195554027167368	0	0	1.21746661659399e-11	0	4.16068673693409e-07	-5.09023585219203e-06	0	-2.53002554691732e-06	1.18765406844727e-06	-0.00767225025853578	0.00332906340027331	-1.93010567652856e-05	0	0	0	0	0.00115687965941605	-0.0355643936858597	0	0	9.56600875756702e-05	-5.24496451113193e-07	0.00429691563377608	0	-5.40709872541774e-09	0	-0.0820131377137202	0	-0.000653120381645809	0	0	0.0194892944235164	-8.0282193033569e-11	0
R-HSA-190372	FGFR3c ligand binding and activation	0.00246262679659159	0	1.79641189712286e-09	0	0	-0.000222333215664804	0	0	-2.67948471871679e-10	0	4.15998567786188e-07	-5.09022812785895e-06	0	-1.05233257465088e-05	1.18765075982454e-06	-0.00765597111887727	0.00332903347473288	-1.93019141143141e-05	0	0	0	0	0.00111273014436006	-0.03620996972145	0	0	8.86555722042836e-05	-2.42392233254729e-06	0.00428634781964089	0	-5.31805674047452e-09	0	-0.0841179929500193	0	-0.000622932897559537	0	0	0.0194892944428273	1.76690602014477e-09	0
R-HSA-190373	FGFR1c ligand binding and activation	0.00242467683808402	0	-7.78904387911152e-08	0	0	-8.70856156541248e-05	0	0	-3.7540019633125e-08	0	-7.01059072209042e-11	7.724333083356e-12	0	-7.99621298079556e-06	-3.30862272893929e-12	-9.38525723283274e-05	0.00311630090127562	-1.93618985443548e-05	0	0	0	0	0.000860760203868387	-0.0355198185712975	0	0	-9.9922250664328e-05	-4.3173385998465e-06	4.75982269922485e-05	0	-3.50783868592393e-06	0	-0.0214125446734961	0	-0.000702870235949921	0	0	1.931083270839e-11	2.4754642645578e-07	0
R-HSA-190374	FGFR1c and Klotho ligand binding and activation	-0.00423399896198706	0	2.52258630304802e-08	0	0	-0.000180251054345436	0	0	8.96490361963215e-15	0	-1.05149498712382e-10	1.3517582895873e-11	0	-7.98369125803655e-06	-5.79008977564376e-12	-3.68618211426255e-05	-2.73630812216509e-08	1.419404527053e-08	0	0	0	0	0.000993215475377169	-0.000475221996672241	0	0	-2.22349753295324e-05	-2.22385631153687e-06	1.67087709025062e-05	0	-3.49347004651451e-06	0	0.0579859658566424	0	-0.000839649243765595	0	0	3.37939572396826e-11	-5.91163743629312e-14	0
R-HSA-190375	FGFR2c ligand binding and activation	0.00251021201641892	0	1.00679486065963e-06	0	0	-0.000218423139968891	0	0	-2.80123138037619e-10	0	-7.01059072208889e-11	7.724333083356e-12	0	-7.99330019959149e-06	-3.30862272893929e-12	2.31357012293552e-05	0.00312029094756517	-1.8703755301741e-05	0	0	0	0	0.000860409025414901	-0.0361600383189292	0	0	4.76602675529373e-05	-2.30352045793728e-06	-2.12847037407912e-05	0	-5.42063200867777e-09	0	-0.081595749888329	0	-0.000561800037237724	0	0	1.931083270839e-11	1.84718821317834e-09	0
R-HSA-190377	FGFR2b ligand binding and activation	-8.55351900991936e-05	0	1.00772194287176e-06	0	0	-0.000435159372482605	0	0	-2.80132080605853e-10	0	3.50435914913939e-11	-5.79324981251701e-12	0	-1.25217227590072e-08	2.48146704670447e-12	0.000402405597750313	-3.00037875772778e-08	5.57439830139477e-07	0	0	0	0	0.000991374660953818	-0.0343390234783604	0	0	0.000132798209450865	-1.07605319670834e-06	-0.000233350223196649	0	1.86232280570237e-10	0	9.84009888727138e-05	0	-0.00402333421614548	0	0	-1.44831245312925e-11	1.84724718226869e-09	0
R-HSA-190704	Oligomerization of connexins into connexons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R-HSA-190828	Gap junction trafficking	0.0671833907729613	0	1.98879473376626e-07	0	0	0.00949405441101619	0	0	2.86078017893928e-08	0	-7.6984151792584e-05	-0.015879183638054	0	1.26383501402269e-06	0.000118892667026999	-0.0248761416552458	0.0901394528215331	6.73301122963753e-08	0	0	0	0	-1.27022670320769e-06	-0.182487831899358	0	0	-0.00995000072062719	9.05141297775083e-06	0.0144089759033395	-0.539900265734392	-3.23214329765381e-05	0	0.000523091004407005	0	0.0359900657932595	0	0	-0.0396979590951351	-1.88645588652558e-07	0
R-HSA-190861	Gap junction assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R-HSA-190873	Gap junction degradation	0.0671833907729613	0	1.98879473376626e-07	0	0	0.00949405441101619	0	0	2.86078017893928e-08	0	-7.6984151792584e-05	-0.015879183638054	0	1.26383501402269e-06	0.000118892667026999	-0.0248761416552458	0.0901394528215331	6.73301122963753e-08	0	0	0	0	-1.27022670320769e-06	-0.182487831899358	0	0	-0.00995000072062719	9.05141297775083e-06	0.0144089759033395	-0.539900265734392	-3.23214329765381e-05	0	0.000523091004407005	0	0.0359900657932595	0	0	-0.0396979590951351	-1.88645588652558e-07	0
R-HSA-1912399	Pre-NOTCH Processing in the Endoplasmic Reticulum	-3.10592056085099e-05	0	7.70179872908178e-08	0	0	0.0160980193592226	0	0	-3.717557847209e-08	0	0.00015868870590157	0	0	-0.0109960051966345	0	-0.0361406834106345	0.00316900219264195	-0.0208218509177463	0	0	0	0	2.99980806444043e-06	-0.411408494750867	0	0	0.0208459167058722	-0.00218551389250336	0.0203566080598606	0	-1.11111276588206e-05	0	0.244571390464983	0	0.00624703648874433	0	0	0	2.45143228270237e-07	0
R-HSA-1912408	Pre-NOTCH Transcription and Translation	-0.0559007970565607	0	5.91833810465794e-05	0	0	-0.177867417273539	0	0	0.0229919616980554	0	-0.00629471810549324	-0.10951131077748	0	-0.00745016396623465	-1.38666896202679e-08	-0.759401882084456	0.0196871985537155	-0.0453722057231605	0	0	0	-0.00477600490117884	-2.86943858241317e-05	-2.77291828361875	0	0	-0.0243570980054185	0.00296559728314457	0.425581306087452	0	0.0357198385142542	0	-0.504148243306815	0	-0.122846950870826	0	0	-0.312782316969995	-0.00216586005437862	0
R-HSA-1912420	Pre-NOTCH Processing in Golgi	-3.10592056085099e-05	0	7.37315073065319e-08	0	0	-0.0949729103083512	0	0	0.0627869540862604	0	0.00015868870590157	0	0	-0.0109960051966345	0	-0.0361406889738613	0.0031690022886565	-0.0208218509177463	0	0	0	0	6.6856525040906e-06	-0.481906039743799	0	0	0.0208461627975359	-0.00218543184217181	0.020415283908723	0	-1.11111276588206e-05	0	0.24457137527293	0	0.00240455145574563	0	0	0	2.45143228270237e-07	0
R-HSA-1912422	Pre-NOTCH Expression and Processing	-0.0559007970565607	0	5.91782944135659e-05	0	0	-0.288904365757552	0	0	0.0857789529598943	0	-0.00629471810549324	-0.10951131077748	0	-0.00745016396623465	-1.38666896202679e-08	-0.75940192214335	0.0196871985558977	-0.0453722057231605	0	0	0	-0.00477600490117884	-2.50085416328027e-05	-2.80919629123141	0	0	-0.0243568876020456	0.00296561216485564	0.425639466264905	0	0.0357198385142542	0	-0.504148231928544	0	-0.123356939597236	0	0	-0.312782316969995	-0.00216586005437862	0
R-HSA-191273	Cholesterol biosynthesis	-0.0393628216046524	0	0.00100097682363243	0	0	-4.72918282982216e-06	0	0	2.98254740910871e-07	0	-0.0135403717624701	-0.1248773975681	0	-0.00281716059792117	-1.57911539335739e-12	-0.0769240037634588	0.0155740775648939	-9.50093211214776e-05	0	0	0	0	7.09603808228682e-07	-0.0810051702975831	0	0	-0.0778479647392239	1.09785656536045e-05	0.0706874012720268	0	-1.15634240219031e-06	0	-0.478216989706341	0	-0.029191538637108	0	0	-0.312193493920251	-1.96675164284763e-06	0
R-HSA-191650	Regulation of gap junction activity	0.0712835402499957	0	-1.51555090710402e-07	0	0	0.0119749095271268	0	0	-8.60996935039575e-09	0	-7.6984151792584e-05	-0.015879183638054	0	-0.00549235107918557	0.000118892667026999	-0.0242396072610668	0.0936026209549963	-6.92146403659412e-08	0	0	0	0	2.52571528854345e-07	-0.217589224721723	0	0	-0.00980019997825195	-0.00107294068551032	0.0136222610378156	-0.539900265734392	-3.2330281624606e-05	0	-0.00354243091397836	0	-0.014977804845057	0	0	-0.0396979590951351	5.67758665395999e-08	0
R-HSA-191859	snRNP Assembly	0.00236774245761814	0	0.000656460262207809	0	0	0.0331415794991849	0	0	0.0627869913671396	0	3.7534779319688e-05	0	0	-0.0137323771280852	0	-0.000235864081814583	0.00312032596815211	-2.42132786908429e-05	0	0	0	0	3.73449557536532e-06	-0.389439704098583	0	0	0.00496078303346817	0.000711348805581863	0.000115225919104931	0	-1.24756304921625e-06	0	0.150507576313078	0	-0.120200727396363	0	0	0	-6.94374048894158e-10	0
R-HSA-192105	Synthesis of bile acids and bile salts	-0.0170265557075305	0	-2.98905541787653e-07	0	0	0.00414597818275524	0	0	3.71270360433255e-08	0	7.45010377230287e-05	-0.0156016160105921	0	0.0173070790060016	3.19306421450943e-14	-0.0218433222719124	0.00311661244032557	-0.0208214657005988	0	0	0	-0.00477600490117884	-3.48859404055964e-05	-0.20757719072741	0	0	0.0101991991946402	-0.00106518474923531	0.0122421358907102	0	0.035727514116162	0	-0.0785093482548496	0	-0.0312706362939721	0	0	-0.0390040400264801	-2.4482312974899e-07	0
R-HSA-192456	Digestion of dietary lipid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R-HSA-193048	Androgen biosynthesis	-4.95593651350559e-09	0	4.49565271411863e-05	0	0	-6.4097318036308e-05	0	0	2.44044633045031e-15	0	8.15353086123343e-10	0.0156016160105175	0	-3.18261179156546e-07	0	9.83211739683979e-09	2.78197680987078e-13	-1.5759191820745e-05	-0.000584307646898694	0	0	0	8.82014577447157e-11	-5.1078541022686e-05	0	0	8.18198748741198e-08	1.8978187472991e-09	3.01239789503662e-06	0	1.06955461747771e-14	0	-6.19694253450576e-08	0	-4.82381022270573e-05	0	0	0	-1.60927930769387e-14	0
R-HSA-193144	Estrogen biosynthesis	-0.00687360366867513	0	0.00100023537393822	0	0	-1.03639270381625e-06	0	0	3.91074863145881e-08	0	-0.000980249922922178	-0.0163752497369339	0	1.05344781370151e-06	-5.36899233741512e-11	-0.0157761949651587	-3.87261513656718e-06	1.69829530801975e-07	0	0	0	0	-2.19036482048968e-10	-0.000632254507389627	0	0	-0.0102030423948719	1.3395856228684e-06	0.339236951142599	0	1.4834117673842e-08	0	-0.0829921011212223	0	-1.80271596119924e-05	0	0	-0.0409381243423347	-2.57882616457192e-07	0
R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	-0.0170265520045488	0	-2.70190408417308e-07	0	0	0.00414596545894101	0	0	3.71272053214877e-08	0	7.45013787770564e-05	-0.0156016160105921	0	0.0173070790074957	3.19306421450943e-14	-0.0212679177777549	0.00311661245846072	-0.020821448598914	0	0	0	-0.00477600490117884	-3.48859394941337e-05	-0.207573706984496	0	0	0.0101994415314766	-0.00106523850995111	0.0119216456075772	0	0.0357275141320669	0	-0.0784287937790128	0	-0.0312719348775958	0	0	-0.0390040400264801	-2.44824246003178e-07	0
R-HSA-193634	Axonal growth inhibition (RHOA activation)	0.00246213612736697	0	3.65635166918237e-07	0	0	0.0239734768544474	0	0	4.21585495392408e-11	0	-0.00531492475147124	4.05527486876191e-11	0	-0.00549795352741559	-1.73702693269313e-11	0.000403918464958742	0.00312032579421988	-1.92332612936532e-05	0	0	0	0	1.52345610945474e-06	-0.24362930756419	0	0	0.0117083381128209	3.75086378451815e-07	-0.000231663798027969	0	-5.3136053230458e-09	0	0.0793963670359483	0	-0.0356150414890167	0	0	1.01381871719048e-10	-2.78001939929441e-10	0
R-HSA-193639	p75NTR signals via NF-kB	-0.0542674689237977	0	1.36011220974032e-06	0	0	0.0273573800387291	0	0	1.18976955728911e-05	0	-0.000574558066727077	-0.140414542317138	0	-0.00233518531257682	-7.61378844101482e-10	-0.0927705330532695	0.0124547727793473	-7.65276994941385e-05	0	0	0	-0.00238800245058942	-1.5389002902262e-05	-0.755777207829723	0	0	-0.0458095126872647	-0.00130484347423775	0.0517617726770058	0	0.0178595897787102	0	-0.470128980559954	0	-0.0570190585140813	0	0	-0.31203231576655	0.0233603338218075	0
R-HSA-193648	NRAGE signals death through JNK	-0.0146433572537022	0	5.16102163281576e-07	0	0	0.00137677964403665	0	0	0.0209290716956708	0	-0.00632841188489182	-0.0312035713700919	0.0121012534440553	-2.75533932387366e-05	7.91769378964845e-08	-0.0445257999446262	0.00146345965441597	0.103818052250202	0	0	0	0	0.000259221388682404	-0.211915240321219	0	0	-0.0192159669168089	1.67238648642305e-09	0.0252297587776866	0	3.15876668664909e-08	0	-0.157875963440295	0	-0.00176459974220249	0	0	-0.0767087937576867	-4.91982711146727e-07	0
R-HSA-193670	p75NTR negatively regulates cell cycle via SC1	0.0135637677172074	0	3.82656724867909e-06	0	0	0.0403151740199654	0	0	2.78417367454564e-06	0	-0.000111561709449695	-1.0070897016381e-09	0	-0.0164754245341042	4.31374442422775e-10	-0.00573151773533141	0.0156571153300074	-9.5455804292397e-05	0	0	0	0	3.94361721345018e-06	-0.625079150861482	0	0	-0.01427569138219	-0.00181539621257659	0.00312387352545142	0	-1.69209219570326e-06	0	0.00579305649173715	0	-0.0774621318228807	0	0	-2.51772425409524e-09	9.81963860106103e-07	0
R-HSA-193681	Ceramide signalling	3.84135352762125e-05	0	7.21489303268315e-08	0	0	-0.00333463176100291	0	0	-3.79448583259748e-17	0	1.12951882212024e-06	0	0	4.94842898328541e-09	0	-0.000118550056576001	4.69492723933334e-05	-2.89816961578257e-07	0	0	0	0	-1.91858143094513e-12	-4.53904631041026e-05	0	0	0.000177726591979985	-7.99276315623633e-08	6.64925722822657e-05	0	-8.29013324047895e-11	0	-7.41046046270991e-06	0	4.97930004202218e-05	0	0	0	2.50216014076815e-16	0
R-HSA-193692	Regulated proteolysis of p75NTR	-0.0516894445030397	0	1.15456047125998e-06	0	0	0.0100942997778909	0	0	1.18604356769631e-05	0	-0.000575079179268245	-0.12481292630662	0	-0.00233526218033181	-7.61378844101482e-10	-0.0921739028048064	0.0155401381465312	-9.57691726264128e-05	0	0	0	-0.00238800245058942	0.00354466134388769	-0.687252311270298	0	0	-0.0717193358537581	-0.00131554952731654	0.051350343056774	0	0.0178694758800241	0	-0.470616080092027	0	-0.0570479984020006	0	0	-0.31203231576655	0.023360579521042	0
R-HSA-193697	p75NTR regulates axonogenesis	0.00246213612736697	0	3.65875921452564e-07	0	0	0.0207175514301993	0	0	4.21585495392408e-11	0	-0.00531492475147124	4.05527486876191e-11	0	-0.00549795352741559	-1.73702693269313e-11	0.00040180210744623	0.00312032579421988	-1.92332612936532e-05	0	0	0	0	1.52345610945474e-06	-0.243647568644243	0	0	0.0117402222665603	2.9386802684149e-07	-0.000230475764117192	0	-5.3136053230458e-09	0	0.0793963670359483	0	-0.0356150540312479	0	0	1.01381871719048e-10	-2.78001939929441e-10	0
R-HSA-193704	p75 NTR receptor-mediated signalling	-0.0517608943507924	0	4.65053803163866e-06	0	0	0.0528139372648982	0	0	0.020940820372623	0	-0.0120719524082902	-0.14041484933013	0.0121012534440553	-0.00510692105250579	6.45648051859916e-08	-0.0993661266254828	0.0139986512970523	0.114143198049151	0	0	0	-0.00238800245058942	0.00380464288430368	-1.06950549270778	0	0	-0.0321512281686982	-0.00295403889410164	0.0556428755896063	0	0.0178694760196472	0	-0.285242640826873	0	-0.0914145069447118	0	0	-0.310732948631489	0.0233608244978003	0
R-HSA-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol	-1.61456321766366e-13	0	2.86522669389705e-09	0	0	3.68454622072098e-09	0	0	-1.70607348362345e-13	0	-3.43732012327396e-10	0	0	-1.50589208340154e-12	0	-3.84100153713787e-08	-1.8269101856424e-11	-4.54954482723319e-13	0	0	0	0	-9.18647753963988e-13	-0.0348204665564692	0	0	-4.44915006097491e-08	8.69634930893827e-08	2.17208784495984e-08	0	-1.60378807716544e-11	0	-8.86200031930069e-08	0	-5.88555078181166e-07	0	0	0	1.1250191083259e-12	0
R-HSA-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	-0.0170264557311911	0	-2.27724156335243e-07	0	0	0.00414605698978536	0	0	3.71272053214877e-08	0	7.45013787770564e-05	-0.0156016160105921	0	0.0173070790074957	3.19306421450943e-14	-0.021267933788395	0.00311661245867855	-0.0208214250598958	0	0	0	-0.00477600490117884	-3.48859394948573e-05	-0.172685327496804	0	0	0.0101994371830854	-0.00106525409085966	0.0119216442840603	0	0.0357275141318592	0	-0.0759325371102638	0	-0.0312713837479727	0	0	-0.0390040400264801	-2.44824246003178e-07	0
R-HSA-193993	Mineralocorticoid biosynthesis	-4.94246911887876e-09	0	4.48658968007585e-05	0	0	-9.05727452959537e-07	0	0	2.3426471060165e-15	0	8.15353086123343e-10	0.0156016160105175	0	-3.05507079178795e-07	0	-0.00749853172376182	2.67801625330009e-13	-1.5759191567281e-05	-0.000584307646898694	0	0	0	8.46668496984683e-11	-3.40113663546471e-05	0	0	1.24125711673331e-07	-8.05565020975163e-10	0.00420628559132517	0	1.0666481811121e-14	0	-6.66276258447831e-08	0	-4.02463124839021e-05	0	0	0	-1.54478853556499e-14	0
R-HSA-194002	Glucocorticoid biosynthesis	-1.42687026130873e-06	0	6.23997759851471e-08	0	0	-6.80874386559162e-05	0	0	5.11470720868256e-13	0	-1.03829792674322e-09	-2.14165163424644e-07	0	1.70455508601403e-11	9.1735004149499e-08	-0.00749923328514457	1.28046617920816e-08	2.22123223841642e-12	0	0	0	0	1.31030386115756e-07	-3.13536758170447e-05	0	0	3.88416186389358e-07	3.34407763907265e-08	0.00421195318745456	0	2.28662120600484e-06	0	-0.00247698172464359	0	-0.000240294966916146	0	0	-5.3541290856161e-07	-3.3727406225429e-12	0
R-HSA-194068	Bile acid and bile salt metabolism	-0.0170265557075391	0	5.29062219432606e-07	0	0	0.00414597845675287	0	0	3.71270268276349e-08	0	7.45010191556697e-05	-0.0156016160105921	0	0.0173070790059202	3.19306421450943e-14	-0.0218433245786492	0.00311661243933873	-0.0208214657006234	0	0	0	-0.00477600490117884	-3.48859404552189e-05	-0.207580399814967	0	0	0.0101991932363942	-0.00106518060810906	0.0122421371709028	0	0.0357275141152957	0	-0.0785093530418329	0	-0.0312706591588085	0	0	-0.0390040400264801	-2.44823068978876e-07	0
R-HSA-194138	Signaling by VEGF	0.0489041578598761	0	0.000487769082208743	0	0	-0.204934099566814	0	0	0.146505912776362	0	-0.00629929932397625	-0.0936153124847582	0.198020510902723	-0.0256845963391235	1.34686021942686e-06	-0.101953447064816	0.0172380926112124	-0.0313191091877105	0	0	0	0.183876188695385	0.862242826390711	-1.12106503835544	0	0	-0.0149156079251839	-0.00531167574153515	0.092376684871653	0	-2.07609565722519e-05	0	-0.791249638851015	0	-0.449533219480763	0	0	-0.135228046478618	0.023361068672907	0
R-HSA-194306	Neurophilin interactions with VEGF and VEGFR	-0.0109027809027743	0	3.54676278475117e-07	0	0	0.0199106135152298	0	0	3.87265730853688e-08	0	-6.75943667842984e-05	-0.0156067062463697	0.198020510902723	-0.00279710313762208	1.18765406844727e-06	-0.00737601539075732	0.000186776328600744	1.4077722828746e-07	0	0	0	0	0.861977803340957	-0.13802843400286	0	0	-0.00856004292083099	-1.82586869333741e-05	0.00394664777202997	0	2.35294788104109e-08	0	0.157092382821008	0	-0.000786318975915217	0	0	-0.0195147456027774	-2.55370798146906e-07	0
R-HSA-194313	VEGF ligand-receptor interactions	-0.0375001758567799	0	7.32170607093215e-07	0	0	0.0180063906307853	0	0	1.87549706827884e-07	0	-0.000211365764386252	-0.0780133844644656	0.198020510902723	-0.0110349564161487	1.27939372534748e-06	-0.0369187327521949	-0.00603477430324911	3.91614473630053e-05	0	0	0	0	0.00389111078580527	-0.173844483961373	0	0	-0.0266906207820579	-0.00147930041111389	0.0206722334685672	0	-2.21414576747745e-05	0	-0.150540501431855	0	0.00352774989355649	0	0	-0.0975233610954295	-1.23674042160343e-06	0
