X..Pathway.Id	Pathway.Name	hsa-let-7b-3p(+)	hsa-let-7c-5p(+)	hsa-miR-100-5p(+)	hsa-miR-1228-5p(-)	hsa-miR-126-3p(+)	hsa-miR-139-5p(+)	hsa-miR-142-3p(+)	hsa-miR-144-5p(+)	hsa-miR-146a-5p(-)	hsa-miR-150-5p(+)	hsa-miR-15b-3p(+)	hsa-miR-182-5p(+)	hsa-miR-18a-3p(+)	hsa-miR-191-5p(+)	hsa-miR-192-5p(+)	hsa-miR-194-5p(+)	hsa-miR-20a-5p(-)	hsa-miR-221-3p(-)	hsa-miR-27b-3p(+)	hsa-miR-30a-3p(+)	hsa-miR-30c-5p(+)	hsa-miR-335-5p(-)	hsa-miR-340-3p(+)	hsa-miR-342-3p(+)	hsa-miR-363-3p(+)	hsa-miR-378c(-)	hsa-miR-423-3p(+)	hsa-miR-425-5p(+)	hsa-miR-4433b-5p(+)	hsa-miR-4732-3p(+)	hsa-miR-484(+)	hsa-miR-511-5p(+)	hsa-miR-542-3p(-)	hsa-miR-654-3p(+)	hsa-miR-92a-3p(+)	hsa-miR-92b-3p(+)	hsa-miR-99a-5p(+)
R-HSA-169893	Prolonged ERK activation events	-0.0551651822635555	-0.00844648283653803	0	5.14862969716216e-07	0	0.0135701399337811	0	0	1.02737922076802e-10	-6.22940715336856e-05	0	0	0	-0.0033073670386116	-3.17313019442509e-11	-0.0141424797804367	-1.28429147897887e-08	-0.00603364761313971	0	0.0110930457894978	-0.0255976161444817	0	-0.248365202112566	-0.0110302273928806	0	0	0	0	0	0	-0.336422055044942	0	9.9514030349776e-11	0	-0.00417125013383441	0	0.000141421351453047
R-HSA-169911	Regulation of Apoptosis	-0.057781493847523	-0.000112848750962953	0	1.1258445949073e-06	0	0.00374307058124994	0	0	3.02086003053348e-05	-8.42719382366747e-08	0	0	0	-4.47423364602477e-06	1.31125603255106e-05	-1.37652676792336e-05	0.00530717255889363	0.0151988427793498	0	-0.000695724291013934	-8.20227970143093e-08	0	-0.0437083024537756	-0.000314978075146696	0	0	0	0	0	0	-0.000107253857010064	0	-4.11229179467234e-05	0	4.05531902561507e-11	0	1.48507056468958e-05
R-HSA-170145	Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	-1.7013844746944e-05	0.00346531401553821	0	-3.83610934296136e-08	0	0.0029684776924671	0	0	3.54251406421377e-14	0	0	0	0	0	0	4.72783705170146e-14	0	-4.86950918859252e-08	0	-2.11007529186435e-09	-8.82632527576235e-06	0	-0.0724869670047453	-0.00534067031665519	0	0	0	0	0	0	-0.0481632877006251	0	0	0	0	0	0.000128268036170763
R-HSA-170660	Adenylate cyclase activating pathway	2.96167511465903e-05	6.32661126428934e-05	0	-9.66336248968931e-07	0	-0.000126331570482241	0	0	0.0204099232525051	-0.00640734431729064	0	0	0	1.2867050945688e-07	-3.77126523607423e-07	-8.75794116065456e-12	-0.000152638042276638	0.00301743033996928	0	0.000782450085306993	5.99663651390711e-08	0	-0.000854703127333603	-0.00528831323327768	0	0	0	0	0	0	0.0481065378947212	0	1.18272425070709e-06	0	-5.07435541621403e-12	0	2.74478321575905e-05
R-HSA-170670	Adenylate cyclase inhibitory pathway	4.09933292863166e-05	8.98328833114216e-05	0	-9.72782182838935e-07	0	-0.000173260602291656	0	0	0.0204099232525405	-0.00640680357381088	0	0	0	2.8838259035045e-05	-3.77126523607423e-07	-8.77747136002467e-12	-0.000152638042276638	0.00303116372818732	0	0.00078248486319965	-8.76210368192493e-06	0	-0.0722414980171889	-0.00528820266663243	0	0	0	0	0	0	0.0480235426318045	0	1.18272425070709e-06	0	-5.07435541621403e-12	0	2.60929985783281e-05
R-HSA-170822	Regulation of Glucokinase by Glucokinase Regulatory Protein	-4.65566438445552e-07	0.000142676315847926	0	1.56588762069424e-05	0	6.57300246993978e-05	0	0	0	0	0	0	0	0	0	0	0	-4.26010351967748e-11	0	0	0	0	-0.0432583246343673	-0.00013841601776713	0	0	0	0	0	0	5.95249271957249e-08	0	0	0	0	0	0.000375074917140486
R-HSA-170834	Signaling by TGF-beta Receptor Complex	0.101645854152623	-0.0129802835754149	-0.00171079514275455	3.8684501044755e-06	-0.000556637031921224	-0.0478566557127085	-0.0350286071661561	-0.411517725421284	0.0205692751468245	-0.00988257381765077	0	-0.000106486290292616	0	-0.0229886506300988	-0.048772942441732	-0.0644037916646356	0.00121151724172029	0.0157563723932742	-0.123707039480619	0.028293631586298	-0.294573605789186	-0.00454199714758104	-1.37854577795627	0.0552803958395388	0	0	0	0	0	0	-0.480043406155666	0	-0.306292880375058	0	-0.0194658449473533	0	-0.421987837579736
R-HSA-170968	Frs2-mediated activation	-0.0551652974018812	-0.00844644316397032	0	5.14930025984745e-07	0	0.0135913951672297	0	0	1.02738479807057e-10	-6.22938600992849e-05	0	0	0	-0.00330735581296604	-3.17313019442509e-11	-0.0141426717956057	-1.28429147897887e-08	-0.0030123731585334	0	0.0110930678233509	-0.0255977551053598	0	-0.249649515081539	-0.0110303090290579	0	0	0	0	0	0	-0.336437054089743	0	9.9514030349776e-11	0	-0.00417128788885454	0	0.000137105644060801
R-HSA-170984	ARMS-mediated activation	-2.04002686585185e-05	5.62476567098641e-05	0	2.81422568067652e-07	0	-0.00337235367602451	0	0	-1.08520846903236e-15	-4.22868801379488e-10	0	0	0	-2.24512911246045e-08	0	3.84030385212416e-07	0	-0.00604264614510082	0	-4.40645072295452e-08	2.70384330621353e-07	0	-0.0334653729464171	0.000218000047530489	0	0	0	0	0	0	-0.0480541211938107	0	0	0	7.55100402569525e-08	0	0.000177127875278466
R-HSA-171007	p38MAPK events	-0.00215962759860709	-0.0019779192340232	0	1.27230893051047e-06	0	0.00355928199632013	0	0	1.45425591122411e-07	-7.90474993450698e-05	0	0	0	-0.00419685352685901	0.0244155873261008	-0.00707085869239602	0	9.44731785123981e-06	0	-5.31402654107734e-06	-0.0204745376202976	0	-0.469268319270603	0.0370674366564393	0	0	0	0	0	0	-0.192272852141111	0	-0.0765708732167989	0	1.13265060385429e-07	0	1.47127841336795e-05
R-HSA-171306	Packaging Of Telomere Ends	-0.00116074450277089	2.29549563441056e-06	0	1.26230252167159e-05	0	0.00382769600836317	0	0	0.000106318708761925	0	0	0	0	0	0	5.48168410993313e-12	0	0.0110000980881822	0	0.0112190035758448	-0.000175665286148168	0	-1.1790329208726	-0.094833006512236	0	0	0	0	0	0	-9.52566865383414e-07	0	0	0	0	0	-0.05693660972786
R-HSA-171319	Telomere Extension By Telomerase	-9.77578828319495e-05	0.00347758146802413	0	8.68248241886891e-08	0	0.0242160146025492	0	0	3.7817519734775e-14	2.15154943461596e-10	0	0	0	1.14231796169307e-08	0	-1.9200672732947e-07	0	-5.54113149195762e-08	0	0.0108791617629335	-8.98982692071442e-06	0	-0.142545954184802	-0.00533413287357909	0	0	0	0	0	0	-0.0480930971029927	0	0	0	-3.76885838405393e-08	0	0.000196334999421252
R-HSA-173599	Formation of the active cofactor, UDP-glucuronate	-2.82142443762897e-23	0	0	1.2145422619002e-18	0	-4.55461049626398e-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.33283765779919e-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R-HSA-173623	Classical antibody-mediated complement activation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R-HSA-173736	Alternative complement activation	1.87284907785999e-05	0.000129947533974232	0	-4.08040058980929e-10	0	1.82984443915951e-07	0	0	0.0122294048142613	2.80654256416027e-11	0	0	0	1.49007219156397e-09	-4.36692918766276e-09	1.91709584855274e-06	-1.76746921852525e-06	-5.88205744794888e-06	0	2.24739542422461e-07	1.43186671713939e-08	0	-7.58324419946605e-05	9.60003263616407e-08	0	0	0	0	0	0	1.73186966145898e-07	0	1.36953322772541e-08	0	-1.35055935519998e-14	0	-9.86831681102318e-08
R-HSA-174048	APC/C:Cdc20 mediated degradation of Cyclin B	-0.00106586024173591	1.33219527049303e-05	0	-1.04217767123483e-07	0	0.00259258903428172	0	0	3.02520415389732e-17	0	0	0	0	0	0	5.57618692742416e-12	0	-0.00276720956007691	0	0.0111287213180879	-7.53742551303361e-09	0	-0.109003616972415	1.79418307463158e-05	0	0	0	0	0	0	4.24390531832353e-05	0	0	0	0	0	7.06798581354333e-07
R-HSA-174084	Autodegradation of Cdh1 by Cdh1:APC/C	-0.056058033183328	-6.52161676055955e-05	0	9.84817869020044e-07	0	0.00221769867261199	0	0	2.57908471248268e-05	-5.61812921577832e-08	0	0	0	-2.98282243068319e-06	8.74170688367375e-06	-1.32542414907978e-05	0.00353811503926242	0.0114951587139318	0	0.0104330587254902	-7.95674637774914e-08	0	-0.0791542950109306	-0.000284391370394259	0	0	0	0	0	0	-0.000104945717877043	0	-2.74152786311489e-05	0	2.70354601707671e-11	0	1.51382137826157e-05
R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1	-0.0582413598957604	-0.000109691542475849	0	1.15562121210883e-06	0	0.00233469128353039	0	0	3.02086003649187e-05	-8.42719382366747e-08	0	0	0	-4.47423364602477e-06	1.31125603255106e-05	-1.37652704041072e-05	0.00530717255889363	0.0172885570238957	0	-0.000695700360558013	-1.492761132198e-05	0	-0.00916287475304787	0.0116058665836911	0	0	0	0	0	0	0.0478305219820762	0	-4.11229179467234e-05	0	-0.00139044184073833	0	1.10519182917593e-05
R-HSA-174143	APC/C-mediated degradation of cell cycle proteins	-0.0601259676244328	-0.00313785796705284	0	1.40319147395252e-06	0	0.0436342185373675	0	0	3.58681472523711e-05	-0.000227078760538544	0	0	0	-0.0120562485206611	0.0244286998864263	-0.014157079294349	0.00530717255889363	0.105254871909351	0	-0.0107290170147447	-0.00514635344034787	0	-0.407031473889113	0.0189364407870674	0	0	0	0	0	0	-0.0480473177956686	0	-0.0766119961347457	0	-0.00417128777795696	0	0.00012972578846988
R-HSA-174154	APC/C:Cdc20 mediated degradation of Securin	-0.0588170500868618	-0.000145062318141477	0	9.11548698843099e-07	0	0.00359672090461717	0	0	3.58317907417098e-05	-8.42717193812174e-08	0	0	0	-4.47422202637449e-06	1.31125603255106e-05	-1.4413185922563e-05	0.00530717255889363	0.00939749431928692	0	0.0118242970735018	-2.68775778590401e-08	0	-0.113522367279658	-0.000246011522976184	0	0	0	0	0	0	-5.35795501226081e-05	0	-4.11229179467234e-05	0	4.44612071936209e-11	0	3.44027330010121e-05
R-HSA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	-0.0594763709722647	-0.0043807410780753	0	1.4939342735594e-06	0	0.0425057040071233	0	0	3.59044830066247e-05	-0.000149211914607468	0	0	0	-0.00792207919615604	0.0244286998864263	-0.0141568872951118	0.00530717255889363	0.102207610784135	0	-0.0104430381704638	-0.00512199738617139	0	-0.334046661991385	0.01232491874215	0	0	0	0	0	0	-0.0479212219002194	0	-0.0766119961347457	0	-0.00139036632679006	0	-5.8028089312305e-05
R-HSA-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	-0.0593098798395752	0.00336467868468313	0	1.00146935500318e-06	0	0.00514430142239499	0	0	3.020860034076e-05	-8.42719382366747e-08	0	0	0	-4.47423364602477e-06	1.31125603255106e-05	-1.37652649696124e-05	0.00530717255889363	0.0154828227520006	0	0.0104330169362088	-8.90834807277667e-06	0	-0.153408002095969	-0.00563981909176917	0	0	0	0	0	0	-0.0480705817801992	0	-4.11229179467234e-05	0	4.05531902561507e-11	0	0.000139080759835273
R-HSA-174362	Transport and synthesis of PAPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R-HSA-174403	Glutathione synthesis and recycling	-5.81791363464716e-07	1.84289678010782e-07	0	0.00185598442981898	0	-0.000160241551423106	0	0	0	0	0	0	0	0	0	0	0	6.89088932502466e-18	0	7.52874140580426e-08	0	0	-3.34552242208774e-07	-4.52550339011794e-06	0	0	0	0	0	0	-0.0107708726010747	0	0	0	0	0	-2.32050438048724e-14
R-HSA-174411	Polymerase switching on the C-strand of the telomere	-1.79010213797922e-05	4.60573856085166e-06	0	2.66443845124407e-08	0	0.00416119423643242	0	0	4.10401567068981e-18	0	0	0	0	0	0	5.48168411052378e-12	0	-6.64296946624224e-09	0	0.0111288646672563	-1.02253305391954e-09	0	-0.0718895934861878	-0.00557728957742158	0	0	0	0	0	0	3.65615865274657e-05	0	0	0	0	0	1.40915188292898e-07
R-HSA-174414	Processive synthesis on the C-strand of the telomere	-1.72589316189667e-05	6.52271190812693e-05	0	2.56694985888238e-08	0	0.00428314299096298	0	0	9.64443682612104e-17	0	0	0	0	0	0	5.52891366485378e-12	0	-5.53417223002661e-08	0	0.0111288646704525	-2.40295267671091e-08	0	-0.108946955612744	-0.0109170731129775	0	0	0	0	0	0	-0.0480477367165233	0	0	0	0	0	0.000168637058854242
R-HSA-174417	Telomere C-strand (Lagging Strand) Synthesis	-1.72671378816241e-05	6.52271204959791e-05	0	4.85019068563498e-08	0	0.00428312679281401	0	0	1.005483839319e-16	0	0	0	0	0	0	5.52891366544445e-12	0	-5.53417218670172e-08	0	0.0111288646704525	-2.50520598210287e-08	0	-0.109211427986463	-0.0109330712002417	0	0	0	0	0	0	-0.0480477463297295	0	0	0	0	0	0.000168637062541682
R-HSA-174430	Telomere C-strand synthesis initiation	1.03928276373314e-06	3.02731568266704e-08	0	4.58235123925123e-08	0	0.00416212796234494	0	0	1.005483839319e-16	0	0	0	0	0	0	5.48168412440415e-12	0	-6.64295928489307e-09	0	0.0111288646672564	-2.50520598210287e-08	0	-0.0718662436089519	-2.70114861492532e-06	0	0	0	0	0	0	-2.15903838008382e-07	0	0	0	0	0	7.87675596018651e-08
R-HSA-174437	Removal of the Flap Intermediate from the C-strand	-1.72589287114529e-05	6.52271179794e-05	0	3.8889431224369e-09	0	0.00428314393480866	0	0	0	0	0	0	0	0	0	5.52891365097342e-12	0	-5.53417324816152e-08	0	0.0111288646704524	0	0	-0.108946781527053	-0.010917073024263	0	0	0	0	0	0	-0.0480475111163719	0	0	0	0	0	0.000168637056698869
R-HSA-174577	Activation of C3 and C5	1.87284907785999e-05	0.000129947533974232	0	-4.08040058980929e-10	0	1.82984443915951e-07	0	0	0.0122294048142613	2.80654256416027e-11	0	0	0	1.49007219156397e-09	-4.36692918766276e-09	1.91709584855274e-06	-1.76746921852525e-06	-5.88205744794888e-06	0	2.24739542422461e-07	1.43186671713939e-08	0	-7.58324419946605e-05	9.60003263616407e-08	0	0	0	0	0	0	1.73186966145898e-07	0	1.36953322772541e-08	0	-1.35055935519998e-14	0	-9.86831681102318e-08
R-HSA-174824	Lipoprotein metabolism	-0.00502452580646355	-0.0275426155564217	0	2.64499513740804e-06	0	-0.108586661760684	0	0	-0.000112594386499902	-4.15741316935649e-06	0	-0.00492383618739461	0	-0.00022076680315386	0.0249714666517564	-0.240407820760999	0.000396488466867605	-0.000244787062615584	-0.117899613056253	-0.0101453726473088	-0.152994195375323	-0.00454199714758104	-0.211862855335112	0.0260528988792666	0	0	0	0	0	0	-0.0994323814215094	0	-0.0783141925480161	0	-0.166765749762898	0	4.32476494688621e-05
R-HSA-176187	Activation of ATR in response to replication stress	-6.36343419773682e-05	-0.00214500428717303	0	1.6756902189833e-06	0	0.0222904266488168	0	0	-3.63152381068543e-08	-7.78668459310757e-05	0	0	0	-0.00413416932450506	0	-1.9200210083285e-07	0	0.00603870379019221	0	-0.0225437449149145	-0.0051360417462536	0	-0.373228640351291	0.00746229692223927	0	0	0	0	0	0	-0.047923734976594	0	0	0	-0.00139047956987536	0	0.000203166399630722
R-HSA-176407	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	-0.0013513339913262	-0.00221331550498227	0	-1.60577387108665e-07	0	-0.00163883542092111	0	0	-3.6335851526289e-08	-7.78670610860192e-05	0	0	0	-0.00413418074768468	0	2.12728592789803e-11	0	-0.00370263271595966	0	0.0110922870411004	-5.5271694959882e-07	0	-0.0711035607256556	6.6593078360233e-05	0	0	0	0	0	0	-6.66589080926629e-06	0	0	0	-0.00139044188129153	0	1.39341496723958e-05
R-HSA-176408	Regulation of APC/C activators between G1/S and early anaphase	-0.0597897179848324	0.00360152634191105	0	1.34201212609005e-06	0	0.0438181823953796	0	0	3.02086209427276e-05	7.70264932530871e-06	0	0	0	0.00040895526430206	1.31125603255106e-05	-0.0141568154254881	0.00530717255889363	0.017572539349381	0	0.0101838190925979	-0.00514154411490799	0	-0.26388911563604	0.000705407111065327	0	0	0	0	0	0	5.11578973221307e-05	0	-4.11229179467234e-05	0	-0.0027809214106137	0	0.000183822915756522
R-HSA-176409	APC/C:Cdc20 mediated degradation of mitotic proteins	-0.0592781498537015	0.00332027804790417	0	8.67370896181407e-07	0	0.00657698863346483	0	0	3.58317907771349e-05	-8.42717193812174e-08	0	0	0	-4.47422202637449e-06	1.31125603255106e-05	-1.44131887418554e-05	0.00530717255889363	0.0124486837770931	0	0.0118243169858357	-8.85320285362138e-06	0	-0.187194646539827	-0.00558774881492848	0	0	0	0	0	0	-0.047982634437605	0	-4.11229179467234e-05	0	4.44612071936209e-11	0	0.000158354065231104
R-HSA-176412	Phosphorylation of the APC/C	-0.00106617309399509	0.000245961102700305	0	2.16096350817672e-07	0	0.0416391499435415	0	0	2.0540120093702e-11	7.78670610860191e-06	0	0	0	0.000413418074768468	0	-0.0141428581399611	0	-0.00276720713399784	0	0.0111290659316951	-0.0051176587548841	0	-0.21829317030015	-0.00554478050540691	0	0	0	0	0	0	0.000118073998603262	0	0	0	-0.00139044188129153	0	-8.04920706394713e-07
R-HSA-176417	Phosphorylation of Emi1	-0.000288394315718542	0.000233745322137231	0	3.12580435398894e-07	0	0.0418031901317145	0	0	2.0540120093702e-11	7.78670610860191e-06	0	0	0	0.000413418074768468	0	-0.01414285814549	0	-0.000931557636983481	0	3.44616806233674e-07	-0.0051176587548841	0	-0.146584863759067	-0.00556092901098329	0	0	0	0	0	0	0.000115790017540261	0	0	0	-0.00139044188129153	0	-1.15901806452496e-06
R-HSA-176814	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	-0.0592798761370434	0.00355282961718749	0	1.18777454935688e-06	0	0.045545973451174	0	0	3.58318113172248e-05	7.70243438922069e-06	0	0	0	0.000408943852742093	1.31125603255106e-05	-0.0141572713342792	0.00530717255889363	0.0124486862031719	0	0.0118246615994428	-0.00512650442031221	0	-0.29648736351122	-0.0111504716363722	0	0	0	0	0	0	-0.0479069997578978	0	-4.11229179467234e-05	0	-0.00139044183683032	0	0.000156612249053606
R-HSA-176974	Unwinding of DNA	1.7951217639402e-07	5.89734180826328e-05	0	-8.5760843882764e-10	0	0.00288169317284062	0	0	0	0	0	0	0	0	0	0	0	-4.86238878624032e-08	0	0	0	0	-0.0374714903013407	0.0002181548227011	0	0	0	0	0	0	-0.0480804279616949	0	0	0	0	0	0.000168165485165805
R-HSA-177128	Conjugation of salicylate with glycine	-1.96990827134923e-16	0	0	2.28224821293622e-07	0	-3.86164918122492e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.65797413483239e-13	0	0	0	0	0	0	0	-3.80463073794243e-07	0	0	0	0	0	0
R-HSA-177135	Conjugation of benzoate with glycine	-7.83506998339344e-17	0	0	9.07736402141331e-08	0	-1.53592388164796e-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44360365644641e-13	0	0	0	0	0	0	0	-1.51324549098582e-07	0	0	0	0	0	0
R-HSA-177162	Conjugation of phenylacetate with glutamine	-3.72576754455072e-17	0	0	4.31682675266999e-08	0	-7.30369398266163e-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63751782264584e-13	0	0	0	0	0	0	0	-7.19585268440807e-08	0	0	0	0	0	0
R-HSA-177504	Retrograde neurotrophin signalling	-0.00553722978225252	0.000111719791743889	0	3.56398656143077e-07	0	-0.00666323717660567	0	0	3.63358539856204e-08	0	0	0	0	0	0	4.58126548090923e-12	0	3.83689723781572e-06	0	3.69857189408104e-08	-6.00359829624636e-08	0	-0.000600733922236449	-4.81061227371049e-05	0	0	0	0	0	0	-0.0480843947253713	0	0	0	0	0	1.0975908052676e-05
R-HSA-177929	Signaling by EGFR	-0.00177863672471204	0.0108836313264266	0	1.08400155866814e-06	0	-0.206316923362356	0	0	3.65035365207259e-08	0.000249201240149146	0	0	0	0.0132307930330855	0.0244155873261008	-0.0213277778174119	0	0.00307021886809567	0	0.0359584167003521	-0.0205764710703659	0.00227099857379052	-0.806613272220296	0.0288347885254297	0	0	0	0	0	0	-0.190602541868689	0	-0.0765708732167989	0	-0.0041936387904262	0	0.000164890673220723
R-HSA-1793185	Chondroitin sulfate/dermatan sulfate metabolism	1.87740328094908e-06	-5.16995436474026e-06	-0.0502701036512297	1.29284182894432e-08	-9.27728386535374e-05	0.00157026268310095	0	0	3.32229294245953e-10	-0.00050006620614471	0	0	0	-0.0637939060663335	-2.2166897245036e-10	-0.000130102033336112	-8.97182135709934e-08	-0.00174490457678549	-0.000164902231803009	-3.05825848028552e-06	-7.35646020791046e-06	0	-0.0359805498998062	1.36736866828486e-05	0	0	0	0	0	0	0.000409118234591009	0	6.95186503559948e-10	0	3.25537847778821e-12	0	1.09052661199551e-06
R-HSA-179409	APC-Cdc20 mediated degradation of Nek2A	-0.00151048542045963	1.22431953480918e-05	0	-8.44183399228517e-08	0	-0.000154818996039817	0	0	0	0	0	0	0	0	0	2.66234289616625e-12	0	0.000284028667761969	0	0.0111287433372981	0	0	-0.0730593973777302	1.67382895160551e-05	0	0	0	0	0	0	0.000199978792584127	0	0	0	0	0	-3.95975530624538e-06
R-HSA-179419	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	-0.0593098798395752	0.00336467868468313	0	1.00146935500318e-06	0	0.00514430142239499	0	0	3.020860034076e-05	-8.42719382366747e-08	0	0	0	-4.47423364602477e-06	1.31125603255106e-05	-1.37652649696124e-05	0.00530717255889363	0.0154828227520006	0	0.0104330169362088	-8.90834807277667e-06	0	-0.153408002095969	-0.00563981909176917	0	0	0	0	0	0	-0.0480705817801992	0	-4.11229179467234e-05	0	4.05531902561507e-11	0	0.000139080759835273
R-HSA-179812	GRB2 events in EGFR signaling	-0.000218771975249727	0.0082926289715076	0	1.04850134617138e-06	0	0.0119873810809675	0	0	7.27127854881152e-08	0.000162340393960987	0	0	0	0.0086191070001172	0.0244155873261008	-0.0141422934480289	0	0.00303210092857555	0	0.0125270634212927	-0.0102343010415336	0	-0.429839490924285	0.0379909868248792	0	0	0	0	0	0	-0.0475517282666959	0	-0.0765708732167989	0	-0.00278077042717836	0	0.000179824590135441
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	-1.86964841173317e-05	0.00223956616568788	0	7.00895050675192e-05	0	2.71239387075507e-07	0	0	-2.55534282081336e-15	7.7867024688282e-05	0	0	0	0.0041341788152267	0	3.30542866623249e-08	0	-1.99095897529423e-13	0	9.96392367568082e-06	6.36674590947276e-07	0	2.31443760588177e-05	-0.00589313531523425	0	0	0	0	0	0	4.2538717503462e-05	0	0	0	6.49940261195676e-09	0	1.94690199859949e-06
R-HSA-180024	DARPP-32 events	0.000999375513734581	0.000169524205158146	0	4.50181077580969e-06	0	-0.228036088688156	0	0	3.69314460386866e-08	1.43541974380819e-10	0	0	0	7.62104616115245e-09	-2.23348701560096e-08	-8.10417877982728e-08	-9.03980664766248e-06	0.00312339614729832	0	-0.0114355658560384	2.7309628731876e-06	0	-0.113348751050802	0.0120720896348194	0	0	0	0	0	0	-0.000382473265089597	0	7.00454381124487e-08	0	-0.0013904418813606	0	0.000174377874083787
R-HSA-180292	GAB1 signalosome	-0.000242862434711086	0.00931786068478951	0	7.22643668918203e-07	0	-0.206334189393362	0	0	-3.62741816091033e-08	0.000319254954392077	0	0	0	0.0169501412746609	0	-0.0141428694984515	0	0.00303545310264549	0	0.0345474157674629	-0.0153654182811716	0	-0.435003171514847	-0.0043134189930425	0	0	0	0	0	0	-0.09563221134052	0	0	0	-0.00278088369223874	0	0.000386386269344794
R-HSA-180336	SHC1 events in EGFR signaling	-0.000219255458122527	0.00851508455795948	0	1.25740427555373e-06	0	0.010541166626246	0	0	7.27333255779569e-08	0.000170127100069589	0	0	0	0.00903252507488566	0.0244155873261008	-0.0212137225208197	0	0.00303210333868822	0	0.0125274848764637	-0.0153519522589921	0	-0.502886711670899	0.0323961821377138	0	0	0	0	0	0	-0.0955972163208983	0	-0.0765708732167989	0	-0.00417121230846988	0	0.000139811456825827
R-HSA-180786	Extension of Telomeres	-0.000116700886904536	0.00348380488638047	0	1.10051948769615e-07	0	0.0242160076424208	0	0	3.78216237504457e-14	2.15154943461596e-10	0	0	0	1.14231796169307e-08	0	-1.92006680099929e-07	0	-5.54861892060481e-08	0	0.0108791617661297	-8.99084945376834e-06	0	-0.180014209282366	-0.0164985382525143	0	0	0	0	0	0	-0.0480565553748278	0	0	0	-3.76885838405393e-08	0	0.000196737586465865
R-HSA-1810476	RIP-mediated NFkB activation via ZBP1	-0.0051949585609829	-0.0145242749066228	0	1.30385790573084e-06	0	0.0307578485287866	0	0	1.16032710495342e-05	-0.000597345531393197	0	0	0	-0.0317147883305262	0.0978764957919483	-0.056560743403045	0.0866735659603787	0.0120593171151056	0.00736872581601578	0.0611355688750937	-0.019902467822735	-0.00227099857379052	-0.827946818985174	0.0821493853527037	0	0	0	0	0	0	-0.0466954239321839	0	-0.306955087751588	0	-0.0194658446330839	0	0.00570295944683411
R-HSA-181429	Serotonin Neurotransmitter Release Cycle	-3.42618084861963e-08	1.31759558477908e-06	0	1.01464088676042e-06	0	-0.0002008499385291	0	0	2.05403357747996e-11	0	0	0	0	0	0	5.53186983578499e-12	0	-4.54948083662485e-09	0	0.011128855742395	-0.00511771249275184	0	-0.107658906612354	-5.97017296576985e-06	0	0	0	0	0	0	-0.0480474176718478	0	0	0	0	0	-3.96690673815308e-05
R-HSA-181430	Norepinephrine Neurotransmitter Release Cycle	1.37937695314202e-06	1.42456871701677e-06	0	-5.15001687104632e-08	0	-0.000123233769442116	0	0	2.05403357747996e-11	0	0	0	0	0	0	5.53187009322843e-12	0	-4.56546513216117e-09	0	0.011128855742395	-0.00511771249275184	0	-0.107655782008369	-5.89801206526908e-06	0	0	0	0	0	0	-0.0480632339218008	0	0	0	0	0	-3.93836906244015e-05
R-HSA-181431	Acetylcholine binding and downstream events	-2.91142069106627e-05	-7.81641326140684e-10	0	-1.2964364728901e-07	0	3.84374587674511e-08	0	0	0	0	0	0	0	0	0	-5.77182775145314e-09	0	9.15028974765546e-06	0	-3.90593980759325e-07	0	0	2.88730908149771e-05	-1.41133621527094e-07	0	0	0	0	0	0	-6.7143008275057e-08	0	0	0	0	0	3.84142657533739e-10
R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	-0.066636968700958	-0.0233600756107898	0	2.74149627338704e-06	0	-0.386663994553726	0	0	0.0208182066483173	-0.00699714076110465	0	0	0	-0.0313138574196704	0.0981905612795096	-0.070747009313034	0.0866735959859871	0.0131640649483301	0.00736872581601578	0.049255110005582	-0.0506175464317164	-0.00227099857379052	-1.28088349908236	0.0683344034623286	0	0	0	0	0	0	-0.525701675219829	0	-0.307320871835879	0	-0.0210384678837595	0	0.00844506485550736
